1263977550	20240919	202409	2024	2024.7096	BUS	INDUSTRY						BUS			MNCUSA	WELLS FARGO	USA					MNC			1	070	070	07	2	7.0	10	1	10	-0.15898251192368	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	20250919024500	https://itbrief.co.nz/story/banks-accelerate-shift-from-ai-research-to-practical-deployment
1263978453	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	2	1	2	-10.2127659574468	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Tualatin, Oregon, United States	US	USOR	OR067	45.384	-122.764	1128254	20250919024500	https://www.kptv.com/2025/09/18/man-gets-8-12-years-prison-abusing-boy-apartment-pool-tualatin/
1263978454	20250919	202509	2025	2025.7096	USA	THE US	USA																		0	173	173	17	4	-5.0	5	1	5	-8.359133126935	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20250919024500	https://www.tbsnews.net/features/panorama/life-sentences-under-review-can-bangladesh-balance-justice-mercy-and-public-safety
1263978455	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	2	1	2	-11.1747851002865	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								3	Florida State University, Florida, United States	US	USFL		30.4408	-84.2918	305682	20250919024500	https://www.wlrn.org/law-justice/2025-09-18/donna-jadelson-trial-markel
1263978456	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	192	192	19	4	-9.5	1	1	1	3.82882882882882	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20250919024500	https://www.whas11.com/article/news/local/louisville-street-two-way-conversion-projects/417-dbac54fd-77ee-456c-96ab-786d532adbb3
1263978457	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								AUS	AUSTRALIA	AUS								0	090	090	09	2	-2.0	4	1	4	-7.79392338177014	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250919024500	https://timesofindia.indiatimes.com/india/this-killer-stalking-kerala-attacks-through-the-nose/articleshow/123987907.cms
1263978458	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								CHR	CHRISTIANITY				CHR					0	020	020	02	1	3.0	4	1	4	-3.1465093411996	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250919024500	https://www.dailymail.co.uk/news/article-15112481/texas-ken-paxton-taxpayer-funds-mistress-trips-john-cornyn.html
1263978459	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								CHR	CHRISTIAN				CHR					1	040	040	04	1	1.0	4	1	4	-3.1465093411996	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250919024500	https://www.dailymail.co.uk/news/article-15112481/texas-ken-paxton-taxpayer-funds-mistress-trips-john-cornyn.html
1263978460	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								COP	POLICE						COP			0	010	010	01	1	0.0	4	1	4	-4.29252782193958	3	Falmouth, Massachusetts, United States	US	USMA	MA001	41.5515	-70.6148	616278	3	Falmouth, Massachusetts, United States	US	USMA	MA001	41.5515	-70.6148	616278	3	Falmouth, Massachusetts, United States	US	USMA	MA001	41.5515	-70.6148	616278	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263978461	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								COP	POLICE						COP			1	043	043	04	1	2.8	2	1	2	-4.36241610738255	3	West Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0125	-87.9726	1576537	3	West Milwaukee, Wisconsin, United States	US	USWI		43.0125	-87.9726	1576537	3	West Milwaukee, Wisconsin, United States	US	USWI		43.0125	-87.9726	1576537	20250919024500	https://www.foxnews.com/us/wisconsin-pizza-factory-worker-crushed-death-robotic-machine-horrific-industrial-accident
1263978462	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								COP	POLICE						COP			0	043	043	04	1	2.8	3	1	3	-5.83554376657825	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250919024500	https://www.wfmz.com/news/area/pennsylvania/authorities-id-3-police-officers-killed-in-york-county-shooting/article_5e2a14e7-3f2d-49a2-97ab-40d95d84a69c.html
1263978463	20250919	202509	2025	2025.7096	USA	PORTLAND	USA								COP	PRISON						COP			1	1712	171	17	4	-9.2	10	1	10	-11.875	0								0								0								20250919024500	https://www.kptv.com/2025/09/19/portland-man-sentenced-5-years-prison-racially-motivated-vandalism/
1263978464	20250919	202509	2025	2025.7096	USA	KENTUCKY	USA								COP	POLICE						COP			0	172	172	17	4	-5.0	4	1	4	-3.90243902439025	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20250919024500	https://www.whas11.com/article/news/local/could-kentucky-supreme-court-decision-on-no-knock-warrant-bans-affect-louisville-attorney-says-absolutely/417-2707920d-6ed4-4136-9394-67d995cbb179
1263978465	20250919	202509	2025	2025.7096	USA	PORTLAND	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	10	1	10	-11.875	0								0								0								20250919024500	https://www.kptv.com/2025/09/19/portland-man-sentenced-5-years-prison-racially-motivated-vandalism/
1263978466	20250919	202509	2025	2025.7096	USA	NEW YORK CITY	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	3	1	3	-9.69387755102039	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20250919024500	https://www.wlrn.org/news-in-brief/2025-09-18/former-financier-gets-seven-years-in-prison-for-defrauding-mother-of-8-4-million
1263978467	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								COP	PRISON						COP			0	173	173	17	4	-5.0	1	1	1	-10.2127659574468	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Tualatin, Oregon, United States	US	USOR	OR067	45.384	-122.764	1128254	3	Tualatin, Oregon, United States	US	USOR	OR067	45.384	-122.764	1128254	20250919024500	https://www.kptv.com/2025/09/18/man-gets-8-12-years-prison-abusing-boy-apartment-pool-tualatin/
1263978468	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								COP	PRISON						COP			0	173	173	17	4	-5.0	2	1	2	-10.2127659574468	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919024500	https://www.kptv.com/2025/09/18/man-gets-8-12-years-prison-abusing-boy-apartment-pool-tualatin/
1263978469	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								COP	POLICE OFFICER						COP			1	193	193	19	4	-10.0	2	1	2	-5.83554376657825	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250919024500	https://www.wfmz.com/news/area/pennsylvania/authorities-id-3-police-officers-killed-in-york-county-shooting/article_5e2a14e7-3f2d-49a2-97ab-40d95d84a69c.html
1263978470	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								CRM	RUNNER						CRM			1	111	111	11	3	-2.0	2	1	2	-4.91803278688524	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919024500	https://www.israelnationalnews.com/news/415185
1263978471	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								CVL	COMMUNITY						CVL			1	010	010	01	1	0.0	4	1	4	-0.37037037037037	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919024500	https://www.khq.com/news/community-vigil-in-spokane-to-honor-domestic-violence-survivors/article_d328369e-64c0-4710-a915-2d196022b976.html
1263978472	20250919	202509	2025	2025.7096	USA	ILLINOIS	USA								CVL	COMMUNITY						CVL			1	020	020	02	1	3.0	2	1	2	-7.94701986754967	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	3	Millikin University, Illinois, United States	US	USIL		39.8425	-88.9773	413614	3	Decatur, Illinois, United States	US	USIL	IL115	39.8403	-88.9548	407044	20250919024500	https://www.wandtv.com/news/protesters-warn-that-adms-proposed-co2-project-puts-decatur-water-at-risk/article_0652a094-3e72-4c4f-b403-b4dc05caca40.html
1263978473	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	2	1	2	0.65789473684211	3	Youngstown, Washington, United States	US	USWA	WA033	47.5665	-122.37	1509930	3	Youngstown, Washington, United States	US	USWA	WA033	47.5665	-122.37	1509930	3	Youngstown, Washington, United States	US	USWA	WA033	47.5665	-122.37	1509930	20250919024500	https://www.wfmj.com/story/53096927/youngstown-warren-black-caucus-celebrates-legacy-and-honors-president-jaladah-aslam
1263978474	20250919	202509	2025	2025.7096	USA	BOSTON	USA								CVL	CIVILIAN						CVL			1	043	043	04	1	2.8	3	1	3	-0.38610038610039	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	4	Langley, British Columbia, Canada	CA	CA02	12552	49.1	-122.65	-567692	4	Chilliwack, British Columbia, Canada	CA	CA02	12550	49.1667	-121.95	-562560	20250919024500	https://www.aldergrovestar.com/local-news/cops-for-cancer-roll-through-langley-on-fundraising-ride-8259771
1263978475	20250919	202509	2025	2025.7096	USA	BOSTON	USA								CVL	CIVILIAN						CVL			1	043	043	04	1	2.8	2	1	2	-0.38610038610039	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	4	Langley, British Columbia, Canada	CA	CA02	12552	49.1	-122.65	-567692	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250919024500	https://www.aldergrovestar.com/local-news/cops-for-cancer-roll-through-langley-on-fundraising-ride-8259771
1263978476	20250919	202509	2025	2025.7096	USA	IOWA	USA								CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	10	1	10	2.92942743009321	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250919024500	https://www.spencerdailyreporter.com/articles/news-spencerreporter-2/mccreary-makes-top-40-list/
1263978477	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								CVL	CONSTITUENT						CVL			0	071	071	07	2	7.4	1	1	1	0.84084084084084	3	Clay County, Iowa, United States	US	USIA	IA041	43.0833	-95.1503	465625	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250919024500	https://www.spencerdailyreporter.com/articles/news-spencerreporter-2/the-political-roller-coaster/
1263978478	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								CVL	CONSTITUENT						CVL			0	071	071	07	2	7.4	1	1	1	0.84084084084084	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250919024500	https://www.spencerdailyreporter.com/articles/news-spencerreporter-2/the-political-roller-coaster/
1263978479	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								CVL	ENGINEER						CVL			1	130	130	13	3	-4.4	4	1	4	-0.77760497667185	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919024500	https://timesofindia.indiatimes.com/education/careers/news/ignoring-ai-in-computer-science-could-cost-your-career-openai-executive-warns-students-risk-falling-behind/articleshow/123987562.cms
1263978480	20250919	202509	2025	2025.7096	USA	IOWA	USA								CVLEDU	COMMUNITY						CVL	EDU		1	073	073	07	2	7.4	8	1	8	2.92942743009321	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250919024500	https://www.spencerdailyreporter.com/articles/news-spencerreporter-2/mccreary-makes-top-40-list/
1263978481	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								EDU	UNIVERSITY						EDU			1	010	010	01	1	0.0	2	1	2	-2.52252252252252	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20250919024500	https://www.thedailybeast.com/pentagon-mulls-charlie-kirk-themed-military-recruitment-campaign/
1263978482	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								EDU	STUDENT						EDU			0	010	010	01	1	0.0	2	1	2	0.34782608695652	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250919024500	https://vanderbilthustler.com/2025/09/18/vanderbilt-college-republicans-hold-vigil-in-honor-of-charlie-kirk/
1263978483	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	040	040	04	1	1.0	1	1	1	-4.29252782193958	3	Hingham, Massachusetts, United States	US	USMA	MA023	42.2418	-70.8898	613354	3	Hingham, Massachusetts, United States	US	USMA	MA023	42.2418	-70.8898	613354	3	Falmouth, Massachusetts, United States	US	USMA	MA001	41.5515	-70.6148	616278	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263978484	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	040	040	04	1	1.0	1	1	1	-4.29252782193958	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	3	Hingham, Massachusetts, United States	US	USMA	MA023	42.2418	-70.8898	613354	3	Hingham, Massachusetts, United States	US	USMA	MA023	42.2418	-70.8898	613354	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263978485	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	046	046	04	1	7.0	1	1	1	-4.29252782193958	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263978486	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	051	051	05	1	3.4	2	1	2	-0.37842951750236	3	Mashpee, Massachusetts, United States	US	USMA	MA001	41.6484	-70.4811	615624	3	Mashpee, Massachusetts, United States	US	USMA	MA001	41.6484	-70.4811	615624	3	Mashpee, Massachusetts, United States	US	USMA	MA001	41.6484	-70.4811	615624	20250919024500	https://www.capenews.net/mashpee/news/mashpee-weighs-in-on-falmouths-recent-school-shooting-threats/article_ca7dafe6-6e36-4ce2-97b9-cf6c5f55d38a.html
1263978487	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	071	071	07	2	7.4	9	1	7	-3.44827586206896	3	Ashe County, North Carolina, United States	US	USNC	NC009	36.4335	-81.4998	1008535	3	Ashe County, North Carolina, United States	US	USNC		36.4335	-81.4998	1008535	3	Ashe County, North Carolina, United States	US	USNC		36.4335	-81.4998	1008535	20250919024500	https://timesofindia.indiatimes.com/education/news/a-freeze-that-shook-americas-schools-how-federal-funding-chaos-left-districts-reeling/articleshow/123987970.cms
1263978488	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	071	071	07	2	7.4	4	1	4	-3.44827586206896	3	Ashe County, North Carolina, United States	US	USNC	NC009	36.4335	-81.4998	1008535	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250919024500	https://timesofindia.indiatimes.com/education/news/a-freeze-that-shook-americas-schools-how-federal-funding-chaos-left-districts-reeling/articleshow/123987970.cms
1263978489	20250919	202509	2025	2025.7096	USA	NORTH CAROLINA	USA								EDU	SCHOOL						EDU			1	071	071	07	2	7.4	6	1	5	-3.44827586206896	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250919024500	https://timesofindia.indiatimes.com/education/news/a-freeze-that-shook-americas-schools-how-federal-funding-chaos-left-districts-reeling/articleshow/123987970.cms
1263978490	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	112	112	11	3	-2.0	4	1	4	-5.64102564102564	3	Olmsted County, Minnesota, United States	US	USMN	MN109	44.0005	-92.4502	659500	3	Olmsted County, Minnesota, United States	US	USMN		44.0005	-92.4502	659500	3	Olmsted County, Minnesota, United States	US	USMN		44.0005	-92.4502	659500	20250919024500	https://kstp.com/kstp-news/local-news/person-of-interest-that-prompted-multiple-minnesota-school-lockdowns-in-custody/
1263978491	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								EDU	UNIVERSITY						EDU			1	140	140	14	3	-6.5	2	1	2	-7.94701986754967	3	Decatur, Illinois, United States	US	USIL	IL115	39.8403	-88.9548	407044	3	Millikin University, Illinois, United States	US	USIL		39.8425	-88.9773	413614	3	Millikin University, Illinois, United States	US	USIL		39.8425	-88.9773	413614	20250919024500	https://www.wandtv.com/news/protesters-warn-that-adms-proposed-co2-project-puts-decatur-water-at-risk/article_0652a094-3e72-4c4f-b403-b4dc05caca40.html
1263978492	20250919	202509	2025	2025.7096	USA	ILLINOIS	USA								EDU	UNIVERSITY						EDU			1	140	140	14	3	-6.5	1	1	1	-7.94701986754967	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	3	Millikin University, Illinois, United States	US	USIL		39.8425	-88.9773	413614	3	Millikin University, Illinois, United States	US	USIL		39.8425	-88.9773	413614	20250919024500	https://www.wandtv.com/news/protesters-warn-that-adms-proposed-co2-project-puts-decatur-water-at-risk/article_0652a094-3e72-4c4f-b403-b4dc05caca40.html
1263978493	20250919	202509	2025	2025.7096	USA	CALIFORNIA	USA								EDU	STUDENT						EDU			1	193	193	19	4	-10.0	3	1	3	-7.34463276836158	2	California, United States	US	USCA		36.17	-119.746	CA	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20250919024500	https://timesofindia.indiatimes.com/city/hyderabad/t-student-shot-dead-by-us-cops-for-knife-attack-on-roommate/articleshow/123984095.cms
1263978494	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								EDU	STUDENT						EDU			1	193	193	19	4	-10.0	2	1	2	-7.34463276836158	2	California, United States	US	USCA		36.17	-119.746	CA	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	2	California, United States	US	USCA		36.17	-119.746	CA	20250919024500	https://timesofindia.indiatimes.com/city/hyderabad/t-student-shot-dead-by-us-cops-for-knife-attack-on-roommate/articleshow/123984095.cms
1263978495	20250919	202509	2025	2025.7096	USA	COLUMBUS	USA								ESP	SPANISH	ESP								1	043	043	04	1	2.8	4	1	4	0	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250919024500	https://www.dorsetecho.co.uk/news/25466744.nao-victoria-call-weymouth-pirate-festival/
1263978496	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	-5.25547445255475	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.sbs.com.au/news/article/trumps-new-warning-to-us-broadcasters-amid-mounting-criticism-over-kimmel-suspension/ifnvfceto
1263978497	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	-5.25547445255475	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.sbs.com.au/news/article/trumps-new-warning-to-us-broadcasters-amid-mounting-criticism-over-kimmel-suspension/ifnvfceto
1263978498	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	141	141	14	3	-6.5	2	1	2	-5.46218487394958	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.thehindu.com/society/gen-z-protests-nepal-anti-government-global-youth-anger-politics-change/article70056541.ece
1263978499	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	141	141	14	3	-6.5	1	1	1	-5.46218487394958	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.thehindu.com/society/gen-z-protests-nepal-anti-government-global-youth-anger-politics-change/article70056541.ece
1263978500	20250919	202509	2025	2025.7096	USA	IOWA	USA								GOV	GOVERNOR						GOV			1	010	010	01	1	0.0	2	1	2	0.84084084084084	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	3	Clay County, Iowa, United States	US	USIA		43.0833	-95.1503	465625	20250919024500	https://www.spencerdailyreporter.com/articles/news-spencerreporter-2/the-political-roller-coaster/
1263978501	20250919	202509	2025	2025.7096	USA	IOWA	USA								GOV	GOVERNOR						GOV			1	010	010	01	1	0.0	2	1	2	0.84084084084084	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250919024500	https://www.spencerdailyreporter.com/articles/news-spencerreporter-2/the-political-roller-coaster/
1263978502	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								GOV	PRIME MINISTER						GOV			0	040	040	04	1	1.0	2	1	2	-4.91803278688524	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919024500	https://www.israelnationalnews.com/news/415185
1263978503	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	6	1	6	0.65789473684211	3	Youngstown, Washington, United States	US	USWA	WA033	47.5665	-122.37	1509930	3	Youngstown, Washington, United States	US	USWA	WA033	47.5665	-122.37	1509930	3	Youngstown, Washington, United States	US	USWA	WA033	47.5665	-122.37	1509930	20250919024500	https://www.wfmj.com/story/53096927/youngstown-warren-black-caucus-celebrates-legacy-and-honors-president-jaladah-aslam
1263978504	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								GOV	FIREFIGHTER						GOV			1	043	043	04	1	2.8	2	1	2	-4.36241610738255	3	West Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0125	-87.9726	1576537	3	West Milwaukee, Wisconsin, United States	US	USWI		43.0125	-87.9726	1576537	3	West Milwaukee, Wisconsin, United States	US	USWI		43.0125	-87.9726	1576537	20250919024500	https://www.foxnews.com/us/wisconsin-pizza-factory-worker-crushed-death-robotic-machine-horrific-industrial-accident
1263978505	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								GOV	GOVERNOR						GOV			1	043	043	04	1	2.8	5	1	5	0.84084084084084	3	Clay County, Iowa, United States	US	USIA	IA041	43.0833	-95.1503	465625	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	3	Clay County, Iowa, United States	US	USIA		43.0833	-95.1503	465625	20250919024500	https://www.spencerdailyreporter.com/articles/news-spencerreporter-2/the-political-roller-coaster/
1263978506	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								GOV	GOVERNOR						GOV			1	043	043	04	1	2.8	1	1	1	0.84084084084084	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250919024500	https://www.spencerdailyreporter.com/articles/news-spencerreporter-2/the-political-roller-coaster/
1263978507	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	6	1	6	0.65789473684211	3	Youngstown, Washington, United States	US	USWA	WA033	47.5665	-122.37	1509930	3	Youngstown, Washington, United States	US	USWA	WA033	47.5665	-122.37	1509930	3	Youngstown, Washington, United States	US	USWA	WA033	47.5665	-122.37	1509930	20250919024500	https://www.wfmj.com/story/53096927/youngstown-warren-black-caucus-celebrates-legacy-and-honors-president-jaladah-aslam
1263978508	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								GOV	GOVERNMENT OFFICIAL						GOV			1	172	172	17	4	-5.0	4	1	4	-0.37453183520599	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919024500	https://www.wgrz.com/article/news/politics/gillibrand-introduces-bill-banning-stock-trading-for-senior-government-officials/71-abc183b1-fbd9-4ac7-abe6-d5d99e2f9331
1263978509	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								HLH	HOSPITAL						HLH			0	173	173	17	4	-5.0	1	1	1	-6.66666666666667	3	San Luis Obispo County, California, United States	US	USCA	CA079	35.3666	-120.534	277304	3	San Luis Obispo County, California, United States	US	USCA		35.3666	-120.534	277304	3	San Luis Obispo County, California, United States	US	USCA		35.3666	-120.534	277304	20250919024500	https://keyt.com/news/san-luis-obispo-county/2025/09/18/ryan-james-johnson-convicted-of-felony-dui-while-on-drugs-and-other-charges-thursday/
