1269509308	20241019	202410	2024	2024.7918	CHN	CHINA	CHN								PAK	PAKISTAN	PAK								1	045	045	04	1	5.0	10	1	10	1.40845070422535	4	Qingzhou, Guangdong, China	CH	CH30	13041	24.3563	114.803	6026703	4	Qingzhou, Guangdong, China	CH	CH30	13041	24.3563	114.803	6026703	4	Qingzhou, Guangdong, China	CH	CH30	13041	24.3563	114.803	6026703	20251019200000	https://www.globaltimes.cn/page/202510/1346002.shtml
1269510024	20251019	202510	2025	2025.7918	USA	VIRGINIA	USA																		0	020	020	02	1	3.0	3	1	3	-2.52032520325203	1	Taiwan	TW	TW		24	121	TW	0								1	Taiwan	TW	TW		24	121	TW	20251019200000	https://www.mining.com/web/a-stock-traders-guide-to-navigating-chinas-curb-on-rare-earths/
1269510025	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	022	022	02	1	3.2	4	1	4	-5.44871794871795	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251019200000	https://www.yahoo.com/news/articles/york-gop-rep-trump-commutation-172111844.html
1269510026	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	030	030	03	1	4.0	1	1	1	-1.30932896890343	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20251019200000	https://entertainmentnow.com/tlc/sister-wives-christine-brown-paedon-son-kody-brown/
1269510027	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	030	030	03	1	4.0	1	1	1	-1.30932896890343	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20251019200000	https://entertainmentnow.com/tlc/sister-wives-christine-brown-paedon-son-kody-brown/
1269510028	20251019	202510	2025	2025.7918	USA	ARIZONA	USA																		1	030	030	03	1	4.0	6	1	6	-1.30932896890343	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20251019200000	https://entertainmentnow.com/tlc/sister-wives-christine-brown-paedon-son-kody-brown/
1269510029	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	8	1	8	-3.96174863387978	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20251019200000	https://www.yahoo.com/news/articles/opinion-opinion-primer-mayoral-debates-190600765.html
1269510030	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	3	1	3	4.1522491349481	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20251019200000	https://www.liverpoolecho.co.uk/news/tv/itv-coronation-street-liverpool-producers-32683464
1269510031	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	3	1	3	-5.52416823603264	3	University Of Wyoming, Wyoming, United States	US	USWY	WY001	41.3119	-105.576	1595843	0								3	University Of Wyoming, Wyoming, United States	US	USWY		41.3119	-105.576	1595843	20251019200000	https://cowboystatedaily.com/2025/10/19/haunted-trees-may-hold-echoes-of-violence-from-murders-beneath-their-branches/
1269510032	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	8	1	8	-1.99401794616151	3	Plymouth Meeting, Pennsylvania, United States	US	USPA	PA091	40.1023	-75.2743	1184137	0								3	Plymouth Meeting, Pennsylvania, United States	US	USPA		40.1023	-75.2743	1184137	20251019200000	https://www.pennlive.com/news/2025/10/judge-blocked-facebook-from-revealing-pa-activists-who-track-ice-on-social-media.html
1269510033	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	4	1	4	-3.96174863387978	3	Bernalillo County, New Mexico, United States	US	USNM	NM001	35.05	-106.667	1702363	0								3	Bernalillo County, New Mexico, United States	US	USNM		35.05	-106.667	1702363	20251019200000	https://www.yahoo.com/news/articles/opinion-opinion-primer-mayoral-debates-190600765.html
1269510034	20251019	202510	2025	2025.7918	USA	MONTANA	USA																		1	043	043	04	1	2.8	3	1	3	0	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	20251019200000	https://www.yahoo.com/news/articles/alabama-pilot-2-daughters-found-193226661.html
1269510035	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	2	1	2	0	2	Montana, United States	US	USMT		46.9048	-110.326	MT	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20251019200000	https://www.yahoo.com/news/articles/alabama-pilot-2-daughters-found-193226661.html
1269510036	20251019	202510	2025	2025.7918	USA	NEW YORK	USA																		1	043	043	04	1	2.8	8	1	8	-1.79640718562874	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20251019200000	https://www.masslive.com/news/2025/10/five-mass-zip-codes-make-list-of-most-expensive-places-in-us-to-buy-a-home.html
1269510037	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	4	1	4	4.07239819004525	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20251019200000	https://www.thenews.com.pk/latest/1352110-paul-mescal-reflects-on-evolving-bond-with-josh-oconnor-on-film-set
1269510038	20251019	202510	2025	2025.7918	USA	TEXAS	USA																		0	060	060	06	2	6.0	10	1	10	-2.52032520325203	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251019200000	https://www.mining.com/web/a-stock-traders-guide-to-navigating-chinas-curb-on-rare-earths/
1269510039	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	071	071	07	2	7.4	4	1	4	0.163132137030999	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20251019200000	https://www.kawc.org/news/2025-10-19/republican-sen-warren-petersen-surpasses-ag-kris-mayes-in-fundraising
1269510040	20251019	202510	2025	2025.7918	USA	WYOMING	USA																		1	071	071	07	2	7.4	10	1	10	-3.20284697508896	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20251019200000	https://allhiphop.com/news/kanye-west-sells-14-million-ranch-back-to-original-owners/
1269510041	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		0	073	073	07	2	7.4	5	1	4	1.05421686746988	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251019200000	https://nypost.com/2025/10/19/us-news/trump-cringes-over-curtis-sliwas-cat-obsession-in-spicy-breakdown-of-nyc-mayoral-race-isnt-exactly-ideal/
1269510042	20251019	202510	2025	2025.7918	USA	NEW YORK CITY	USA																		0	073	073	07	2	7.4	7	1	7	1.05421686746988	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251019200000	https://nypost.com/2025/10/19/us-news/trump-cringes-over-curtis-sliwas-cat-obsession-in-spicy-breakdown-of-nyc-mayoral-race-isnt-exactly-ideal/
1269510043	20251019	202510	2025	2025.7918	USA	IDAHO	USA																		1	084	084	08	2	7.0	10	1	10	0.653594771241828	2	Idaho, United States	US	USID		44.2394	-114.51	ID	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	20251019200000	https://www.idahopress.com/news/local/this-process-deserves-more-time-state-board-leans-into-a-long-boise-state-search/article_7bab7a38-31c1-4d13-a904-6e21e5663cba.html
1269510044	20251019	202510	2025	2025.7918	USA	PORTLAND	USA																		1	085	085	08	2	7.0	2	1	2	-5.20231213872832	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251019200000	https://www.kptv.com/2025/10/19/kaiser-healthcare-worker-strike-ends-scheduled-bargaining-continues/
1269510045	20251019	202510	2025	2025.7918	USA	TAMPA	USA																		1	090	090	09	2	-2.0	10	1	10	-2.82258064516129	4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	0								4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	20251019200000	https://www.yahoo.com/news/articles/tracking-invest-98l-approaches-caribbean-152428242.html
1269510046	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	090	090	09	2	-2.0	2	1	2	0	3	Powell County, Montana, United States	US	USMT	MT077	46.8999	-112.968	1720021	0								3	Malmstrom Air Force Base, Montana, United States	US	USMT		47.5047	-111.189	806434	20251019200000	https://www.yahoo.com/news/articles/alabama-pilot-2-daughters-found-193226661.html
1269510047	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		0	090	090	09	2	-2.0	5	1	5	0.653594771241828	3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	0								3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	20251019200000	https://www.idahopress.com/news/local/this-process-deserves-more-time-state-board-leans-into-a-long-boise-state-search/article_7bab7a38-31c1-4d13-a904-6e21e5663cba.html
1269510048	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	090	090	09	2	-2.0	7	1	6	0.653594771241828	2	Idaho, United States	US	USID		44.2394	-114.51	ID	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	20251019200000	https://www.idahopress.com/news/local/this-process-deserves-more-time-state-board-leans-into-a-long-boise-state-search/article_7bab7a38-31c1-4d13-a904-6e21e5663cba.html
1269510049	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		0	111	111	11	3	-2.0	1	1	1	-5.83333333333334	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251019200000	https://www.ummid.com/news/2025/october/19-10-2025/why-americans-are-protesting.html
1269510050	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		0	120	120	12	3	-4.0	3	1	3	0.25421035907213	3	Rosewood, Florida, United States	US	USFL	FL075	29.2391	-82.9321	295588	0								3	Rosewood, Florida, United States	US	USFL	FL075	29.2391	-82.9321	295588	20251019200000	https://www.slashfilm.com/1997986/ving-rhames-best-movies-ranked/
1269510051	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	141	141	14	3	-6.5	2	1	2	0.44843049327354	3	Antrim County, Michigan, United States	US	USMI	MI009	45.05	-85.1334	1622947	0								3	Elk Rapids, Michigan, United States	US	USMI		44.8956	-85.4165	625459	20251019200000	https://upnorthlive.com/news/local/thousands-gather-in-traverse-city-for-no-kings-rally-supporting-unity-and-constitution
1269510052	20251019	202510	2025	2025.7918	USA	WYOMING	USA																		0	172	172	17	4	-5.0	42	1	2	0.88369441277081	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20251019200000	https://cowboystatedaily.com/2025/10/19/drinking-wyoming-the-drinks-at-lander-bar-come-with-a-taste-of-western-history/
1269510053	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		0	190	190	19	4	-10.0	1	1	1	-5.52416823603264	3	University Of Wyoming, Wyoming, United States	US	USWY	WY001	41.3119	-105.576	1595843	0								3	University Of Wyoming, Wyoming, United States	US	USWY		41.3119	-105.576	1595843	20251019200000	https://cowboystatedaily.com/2025/10/19/haunted-trees-may-hold-echoes-of-violence-from-murders-beneath-their-branches/
1269510054	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		0	190	190	19	4	-10.0	5	1	4	-5.52416823603264	3	University Of Wyoming, Wyoming, United States	US	USWY	WY001	41.3119	-105.576	1595843	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20251019200000	https://cowboystatedaily.com/2025/10/19/haunted-trees-may-hold-echoes-of-violence-from-murders-beneath-their-branches/
1269510055	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	2	1	2	1.05421686746988	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251019200000	https://nypost.com/2025/10/19/us-news/trump-cringes-over-curtis-sliwas-cat-obsession-in-spicy-breakdown-of-nyc-mayoral-race-isnt-exactly-ideal/
1269510056	20251019	202510	2025	2025.7918	USA	LOS ANGELES	USA																		0	190	190	19	4	-10.0	6	1	6	-3.33333333333333	2	California, United States	US	USCA		36.17	-119.746	CA	0								1	Australia	AS	AS		-25	135	AS	20251019200000	https://www.dailystar.co.uk/news/latest-news/texting-wheel-plummeting-thanks-ai-36094604
1269510057	20251019	202510	2025	2025.7918	USA	SEATTLE	USA																		1	193	193	19	4	-10.0	5	1	5	-3.125	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251019200000	https://www.justjared.com/2025/10/19/jesus-montero-dead-former-mlb-player-dies-at-35/
1269510058	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	4	1	4	-5.52416823603264	3	University Of Wyoming, Wyoming, United States	US	USWY	WY001	41.3119	-105.576	1595843	0								3	University Of Wyoming, Wyoming, United States	US	USWY		41.3119	-105.576	1595843	20251019200000	https://cowboystatedaily.com/2025/10/19/haunted-trees-may-hold-echoes-of-violence-from-murders-beneath-their-branches/
1269510059	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	193	193	19	4	-10.0	4	1	4	3.58851674641149	3	Hollyoaks, Maryland, United States	US	USMD	MD041	38.7196	-76.0572	592777	0								3	Hollyoaks, Maryland, United States	US	USMD	MD041	38.7196	-76.0572	592777	20251019200000	https://www.liverpoolecho.co.uk/news/tv/brookside-jacqui-dixon-stars-life-32698649
1269510060	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA																		1	193	193	19	4	-10.0	4	1	4	3.58851674641149	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20251019200000	https://www.liverpoolecho.co.uk/news/tv/brookside-jacqui-dixon-stars-life-32698649
1269510061	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								AGR	RANCHER						AGR			0	036	036	03	1	4.0	1	1	1	0.88369441277081	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20251019200000	https://cowboystatedaily.com/2025/10/19/drinking-wyoming-the-drinks-at-lander-bar-come-with-a-taste-of-western-history/
1269510062	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								AGR	RANCHER						AGR			0	042	042	04	1	1.9	1	1	1	0.88369441277081	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20251019200000	https://cowboystatedaily.com/2025/10/19/drinking-wyoming-the-drinks-at-lander-bar-come-with-a-taste-of-western-history/
1269510063	20251019	202510	2025	2025.7918	USA	LOS ANGELES	USA								AUS	AUSTRALIA	AUS								0	190	190	19	4	-10.0	2	1	2	-3.33333333333333	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251019200000	https://www.dailystar.co.uk/news/latest-news/texting-wheel-plummeting-thanks-ai-36094604
1269510064	20251019	202510	2025	2025.7918	USA	LOS ANGELES	USA								AUS	AUSTRALIA	AUS								0	190	190	19	4	-10.0	2	1	2	-3.33333333333333	2	California, United States	US	USCA		36.17	-119.746	CA	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251019200000	https://www.dailystar.co.uk/news/latest-news/texting-wheel-plummeting-thanks-ai-36094604
1269510065	20251019	202510	2025	2025.7918	USA	WASHINGTON	USA								BUS	COMPANY						BUS			1	085	085	08	2	7.0	8	1	8	-5.20231213872832	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251019200000	https://www.kptv.com/2025/10/19/kaiser-healthcare-worker-strike-ends-scheduled-bargaining-continues/
1269510066	20251019	202510	2025	2025.7918	USA	NEW YORK	USA								CHN	SHANGHAI	CHN								1	042	042	04	1	1.9	7	1	7	-5.18518518518519	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251019200000	https://www.yahoo.com/news/articles/international-flight-makes-emergency-landing-162005810.html
1269510067	20251019	202510	2025	2025.7918	USA	CONNECTICUT	USA								COP	POLICE						COP			1	111	111	11	3	-2.0	10	1	10	-12.4260355029585	3	Rockville, Connecticut, United States	US	USCT	CT013	41.8668	-72.4495	210262	3	Rockville, Connecticut, United States	US	USCT	CT013	41.8668	-72.4495	210262	3	Rockville, Connecticut, United States	US	USCT	CT013	41.8668	-72.4495	210262	20251019200000	https://www.yahoo.com/news/articles/ct-man-facing-multiple-charges-192000226.html
1269510068	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								COP	POLICE						COP			1	193	193	19	4	-10.0	6	1	6	-6.96721311475412	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251019200000	https://houstonseagle.com/1637958/8-biggest-concert-disasters-in-u-s-history/
1269510069	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								CVL	TOURIST						CVL			0	042	042	04	1	1.9	6	1	6	0.88369441277081	3	Atlantic City, Wyoming, United States	US	USWY	WY013	42.4966	-108.731	1584989	3	Atlantic City, Wyoming, United States	US	USWY		42.4966	-108.731	1584989	3	Atlantic City, Wyoming, United States	US	USWY		42.4966	-108.731	1584989	20251019200000	https://cowboystatedaily.com/2025/10/19/drinking-wyoming-the-drinks-at-lander-bar-come-with-a-taste-of-western-history/
1269510070	20251019	202510	2025	2025.7918	USA	AMERICAN	USA								CVL	IMMIGRANT						CVL			1	141	141	14	3	-6.5	8	1	8	-5.83333333333334	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251019200000	https://www.ummid.com/news/2025/october/19-10-2025/why-americans-are-protesting.html
1269510071	20251019	202510	2025	2025.7918	USA	TEXAS	USA								DEU	GERMANY	DEU								1	043	043	04	1	2.8	2	1	2	1.51515151515151	3	Fort Hood, Texas, United States	US	USTX	TX099	31.2548	-97.7091	2512199	4	Hohenfels, Baden-Wüberg, Germany	GM	GM01	16526	47.6	8.1	-1794981	4	Hohenfels, Baden-Wüberg, Germany	GM	GM01	16526	47.6	8.1	-1794981	20251019200000	https://clarksvillenow.com/local/101st-airborne-division-soldier-killed-in-training-accident-in-germany/
1269510072	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								DEU	GERMANY	DEU								1	043	043	04	1	2.8	1	1	1	1.51515151515151	3	Fort Hood, Texas, United States	US	USTX	TX099	31.2548	-97.7091	2512199	4	Hohenfels, Baden-Wüberg, Germany	GM	GM01	16526	47.6	8.1	-1794981	3	Fort Hood, Texas, United States	US	USTX		31.2548	-97.7091	2512199	20251019200000	https://clarksvillenow.com/local/101st-airborne-division-soldier-killed-in-training-accident-in-germany/
1269510073	20251019	202510	2025	2025.7918	USA	TEXAS	USA								DEU	GERMANY	DEU								1	043	043	04	1	2.8	1	1	1	1.51515151515151	2	Texas, United States	US	USTX		31.106	-97.6475	TX	4	Hohenfels, Baden-Wüberg, Germany	GM	GM01	16526	47.6	8.1	-1794981	3	Fort Hood, Texas, United States	US	USTX		31.2548	-97.7091	2512199	20251019200000	https://clarksvillenow.com/local/101st-airborne-division-soldier-killed-in-training-accident-in-germany/
1269510074	20251019	202510	2025	2025.7918	USA	NEVADA	USA								EDU	STUDENT						EDU			1	042	042	04	1	1.9	20	1	10	8.92857142857143	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20251019200000	https://www.carsonnow.org/10/19/2025/nevada-treasurers-office-celebrates-students-with-perfect-attendance-in-monthly-contest
1269510075	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	051	051	05	1	3.4	4	1	4	0.95573440643864	3	Richland, Indiana, United States	US	USIN	IN139	39.4975	-85.395	441957	3	Richland, Indiana, United States	US	USIN	IN139	39.4975	-85.395	441957	3	Richland, Indiana, United States	US	USIN	IN139	39.4975	-85.395	441957	20251019200000	https://www.yahoo.com/news/articles/trump-didn-t-deserve-nobel-120000866.html
1269510076	20251019	202510	2025	2025.7918	USA	NEVADA	USA								EDU	STUDENT						EDU			1	051	051	05	1	3.4	10	1	10	8.92857142857143	3	Carson City, Nevada, United States	US	USNV	NV510	39.1638	-119.767	863976	3	Carson City, Nevada, United States	US	USNV		39.1638	-119.767	863976	3	Carson City, Nevada, United States	US	USNV		39.1638	-119.767	863976	20251019200000	https://www.carsonnow.org/10/19/2025/nevada-treasurers-office-celebrates-students-with-perfect-attendance-in-monthly-contest
1269510077	20251019	202510	2025	2025.7918	USA	NEVADA	USA								EDU	STUDENT						EDU			1	051	051	05	1	3.4	10	1	10	8.92857142857143	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20251019200000	https://www.carsonnow.org/10/19/2025/nevada-treasurers-office-celebrates-students-with-perfect-attendance-in-monthly-contest
1269510078	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	071	071	07	2	7.4	4	1	4	-1.54142581888246	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251019200000	https://upnorthlive.com/news/local/michigan-school-districts-demand-timely-budget-after-delays
1269510079	20251019	202510	2025	2025.7918	USA	NEVADA	USA								EDU	STUDENT						EDU			1	110	110	11	3	-2.0	10	1	10	8.92857142857143	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20251019200000	https://www.carsonnow.org/10/19/2025/nevada-treasurers-office-celebrates-students-with-perfect-attendance-in-monthly-contest
1269510080	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								GBR	LIVERPOOL	GBR								1	043	043	04	1	2.8	4	1	4	3.58851674641149	3	Hollyoaks, Maryland, United States	US	USMD	MD041	38.7196	-76.0572	592777	3	Hollyoaks, Maryland, United States	US	USMD	MD041	38.7196	-76.0572	592777	3	Hollyoaks, Maryland, United States	US	USMD	MD041	38.7196	-76.0572	592777	20251019200000	https://www.liverpoolecho.co.uk/news/tv/brookside-jacqui-dixon-stars-life-32698649
1269510081	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								GOV	AUTHORITIES						GOV			0	013	013	01	1	0.4	2	1	2	-5.52416823603264	3	Independence Rock, Wyoming, United States	US	USWY	WY025	42.4941	-107.133	1589867	3	Independence Rock, Wyoming, United States	US	USWY		42.4941	-107.133	1589867	3	Independence Rock, Wyoming, United States	US	USWY		42.4941	-107.133	1589867	20251019200000	https://cowboystatedaily.com/2025/10/19/haunted-trees-may-hold-echoes-of-violence-from-murders-beneath-their-branches/
1269510082	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								GOV	AUTHORITIES						GOV			0	013	013	01	1	0.4	2	1	2	-5.52416823603264	3	Independence Rock, Wyoming, United States	US	USWY	WY025	42.4941	-107.133	1589867	3	University Of Wyoming, Wyoming, United States	US	USWY		41.3119	-105.576	1595843	3	University Of Wyoming, Wyoming, United States	US	USWY		41.3119	-105.576	1595843	20251019200000	https://cowboystatedaily.com/2025/10/19/haunted-trees-may-hold-echoes-of-violence-from-murders-beneath-their-branches/
1269510083	20251019	202510	2025	2025.7918	USA	CHICAGO	USA								GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	5	1	5	-2.68714011516315	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	20251019200000	https://www.yahoo.com/news/articles/ctu-stacy-davis-gates-elected-185200126.html
1269510084	20251019	202510	2025	2025.7918	USA	MICHIGAN	USA								GOV	KING						GOV			1	042	042	04	1	1.9	1	1	1	0.44843049327354	3	Antrim County, Michigan, United States	US	USMI	MI009	45.05	-85.1334	1622947	3	Elk Rapids, Michigan, United States	US	USMI		44.8956	-85.4165	625459	3	Antrim County, Michigan, United States	US	USMI		45.05	-85.1334	1622947	20251019200000	https://upnorthlive.com/news/local/thousands-gather-in-traverse-city-for-no-kings-rally-supporting-unity-and-constitution
1269510085	20251019	202510	2025	2025.7918	USA	MICHIGAN	USA								GOV	KING						GOV			1	042	042	04	1	1.9	1	1	1	0.44843049327354	3	Antrim County, Michigan, United States	US	USMI	MI009	45.05	-85.1334	1622947	3	Elk Rapids, Michigan, United States	US	USMI		44.8956	-85.4165	625459	3	Elk Rapids, Michigan, United States	US	USMI		44.8956	-85.4165	625459	20251019200000	https://upnorthlive.com/news/local/thousands-gather-in-traverse-city-for-no-kings-rally-supporting-unity-and-constitution
1269510086	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	042	042	04	1	1.9	2	1	2	0.26385224274407	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	20251019200000	https://www.coladaily.com/communities/thousands-gather-for-columbia-no-kings-protest/article_8fe5f28c-4470-4267-85a5-b0e1fef6bf6f.html
1269510087	20251019	202510	2025	2025.7918	USA	MICHIGAN	USA								GOV	KING						GOV			1	042	042	04	1	1.9	8	1	8	0.44843049327354	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	3	Traverse City, Michigan, United States	US	USMI		44.7631	-85.6206	1615042	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251019200000	https://upnorthlive.com/news/local/thousands-gather-in-traverse-city-for-no-kings-rally-supporting-unity-and-constitution
1269510088	20251019	202510	2025	2025.7918	USA	UNITED STATES	USA								GOV	KING						GOV			1	043	043	04	1	2.8	6	1	6	0.44843049327354	3	Traverse City, Michigan, United States	US	USMI	MI055	44.7631	-85.6206	1615042	3	Traverse City, Michigan, United States	US	USMI		44.7631	-85.6206	1615042	3	Traverse City, Michigan, United States	US	USMI		44.7631	-85.6206	1615042	20251019200000	https://upnorthlive.com/news/local/thousands-gather-in-traverse-city-for-no-kings-rally-supporting-unity-and-constitution
