1270560284	20241025	202410	2024	2024.8082	CHE	BASEL	CHE								QAT	QATAR	QAT								1	030	030	03	1	4.0	5	1	5	4.91452991452992	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251025001500	https://www.artnews.com/art-news/news/art-basel-discounts-new-galleries-2025-1234758887/
1270561643	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								BUS	EMPLOYER						BUS			1	043	043	04	1	2.8	4	1	4	4.65116279069767	3	Santa Clarita, California, United States	US	USCA	CA037	34.3917	-118.543	1662338	2	California, United States	US	USCA		36.17	-119.746	CA	3	Santa Clarita, California, United States	US	USCA		34.3917	-118.543	1662338	20251025001500	https://signalscv.com/2025/10/coc-hosts-job-fair/
1270561644	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								BUS	PRODUCER						BUS			1	051	051	05	1	3.4	4	1	4	3.19634703196347	3	Fort Worth, Texas, United States	US	USTX	TX439	32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20251025001500	https://www.fox4news.com/news/sheridan-texas-law-fort-worth-film
1270561645	20251025	202510	2025	2025.8082	USA	BOSTON	USA								BUS	BOSS						BUS			1	051	051	05	1	3.4	3	1	3	-3.21027287319422	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251025001500	https://www.spokanepublicradio.org/2025-10-24/boston-bar-stirs-outrage-with-its-mobster-mugshots-as-decor
1270561646	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								BUS	PRODUCER						BUS			1	051	051	05	1	3.4	2	1	2	3.19634703196347	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20251025001500	https://www.fox4news.com/news/sheridan-texas-law-fort-worth-film
1270561647	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			0	061	061	06	2	6.4	2	1	2	-3.38028169014084	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251025001500	https://www.chicagotribune.com/2025/10/24/trump-canadian-ad-tariffs-explainer/
1270561648	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			0	061	061	06	2	6.4	2	1	2	-3.38028169014084	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Canada	CA	CA		60	-96	CA	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251025001500	https://www.chicagotribune.com/2025/10/24/trump-canadian-ad-tariffs-explainer/
1270561649	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								BUS	INDUSTRY						BUS			0	080	080	08	2	5.0	4	1	4	-0.23584905660377	3	The White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	The White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	The White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251025001500	https://www.theatlantic.com/newsletters/archive/2025/10/trump-crypto-pardon-changpeng-zhao/684699/
1270561650	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								BUS	COMPANY						BUS			0	100	100	10	3	-5.0	2	1	2	-3.97058823529412	3	Fallston, Maryland, United States	US	USMD	MD025	39.5146	-76.4111	584343	3	Fallston, Maryland, United States	US	USMD	MD025	39.5146	-76.4111	584343	3	Fallston, Maryland, United States	US	USMD	MD025	39.5146	-76.4111	584343	20251025001500	https://www.delcotimes.com/2025/10/24/aceco-demolition-white-house/
1270561651	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								BUS	COMPANY						BUS			0	100	100	10	3	-5.0	2	1	2	-3.97058823529412	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20251025001500	https://www.delcotimes.com/2025/10/24/aceco-demolition-white-house/
1270561652	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								BUS	BANK						BUS			1	181	181	18	4	-9.0	2	1	2	-4.94186046511628	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251025001500	https://wwmt.com/news/state/trooper-will-not-face-charges-after-shooting-man-who-took-hostage-at-bank-in-saginaw-twp
1270561653	20251025	202510	2025	2025.8082	USA	BOSTON	USA								BUSCRM	BANK						BUS	CRM		1	190	190	19	4	-10.0	3	1	3	-3.21027287319422	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251025001500	https://www.spokanepublicradio.org/2025-10-24/boston-bar-stirs-outrage-with-its-mobster-mugshots-as-decor
1270561654	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								BUSLAB	BANK						BUS	LAB		1	181	181	18	4	-9.0	2	1	2	-4.94186046511628	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251025001500	https://wwmt.com/news/state/trooper-will-not-face-charges-after-shooting-man-who-took-hostage-at-bank-in-saginaw-twp
1270561655	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	013	013	01	1	0.4	2	1	2	-0.79479768786127	3	Western University, California, United States	US	USCA	CA073	32.7139	-117.037	251400	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20251025001500	https://calgarysun.com/business/money-news/canadian-workers-rattled-by-trump-trade-reversal-just-dont-know-anymore
1270561656	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	061	061	06	2	6.4	6	1	6	-0.52219321148825	1	United States	US	US		39.828175	-98.5795	US	1	Canada	CA	CA		60	-96	CA	1	United States	US	US		39.828175	-98.5795	US	20251025001500	https://www.kmaland.com/ag/agri_news/canada-believes-tariffs-will-continue-despite-upcoming-hearing/article_f7b20aa8-9915-53bf-a992-a6b5d7a239b2.html
1270561657	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CAN	CANADIAN	CAN								1	061	061	06	2	6.4	2	1	2	-0.52219321148825	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251025001500	https://www.kmaland.com/ag/agri_news/canada-believes-tariffs-will-continue-despite-upcoming-hearing/article_f7b20aa8-9915-53bf-a992-a6b5d7a239b2.html
1270561658	20251025	202510	2025	2025.8082	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	010	010	01	1	0.0	4	2	4	-2.67716535433071	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251025001500	https://www.thereporter.com/2025/10/24/china-2020-trade-deal-investigation/
1270561659	20251025	202510	2025	2025.8082	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	090	090	09	2	-2.0	26	3	26	-2.68009798434397	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251025001500	https://www.chicagotribune.com/2025/10/24/us-investigating-china-2020-trade-deal/
1270561660	20251025	202510	2025	2025.8082	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	090	090	09	2	-2.0	4	1	4	-2.68987341772152	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251025001500	https://www.chicagotribune.com/2025/10/24/us-investigating-china-2020-trade-deal/
1270561661	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CHN	CHINESE	CHN								1	111	111	11	3	-2.0	1	1	1	3.34075723830735	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20251025001500	http://www.koreatimes.com/article/20251024/1586428
1270561662	20251025	202510	2025	2025.8082	USA	WASHINGTON	USA								CHNGOV	CHINA	CHN					GOV			1	010	010	01	1	0.0	4	2	4	-2.67716535433071	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251025001500	https://www.thereporter.com/2025/10/24/china-2020-trade-deal-investigation/
1270561663	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CHRCTH	THE POPE				CHR	CTH				1	010	010	01	1	0.0	2	1	2	0.0745156482861398	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://religionnews.com/2025/10/24/pope-leo-xivs-first-six-months-unity-migrants-ai-and-a-u-s-style-without-the-fireworks/
1270561664	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CHRCTH	THE POPE				CHR	CTH				0	012	012	01	1	-0.4	4	1	4	0.0745156482861398	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://religionnews.com/2025/10/24/pope-leo-xivs-first-six-months-unity-migrants-ai-and-a-u-s-style-without-the-fireworks/
1270561665	20251025	202510	2025	2025.8082	USA	CHICAGO	USA								CHRCTH	THE POPE				CHR	CTH				0	046	046	04	1	7.0	4	1	4	0.0745156482861398	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251025001500	https://religionnews.com/2025/10/24/pope-leo-xivs-first-six-months-unity-migrants-ai-and-a-u-s-style-without-the-fireworks/
1270561666	20251025	202510	2025	2025.8082	USA	CHICAGO	USA								CHRCTH	THE POPE				CHR	CTH				0	046	046	04	1	7.0	1	1	1	0.0745156482861398	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://religionnews.com/2025/10/24/pope-leo-xivs-first-six-months-unity-migrants-ai-and-a-u-s-style-without-the-fireworks/
1270561667	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CHRCTH	CATHOLIC				CHR	CTH				0	100	100	10	3	-5.0	4	1	4	0.0745156482861398	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://religionnews.com/2025/10/24/pope-leo-xivs-first-six-months-unity-migrants-ai-and-a-u-s-style-without-the-fireworks/
1270561668	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COL	BOGOTA	COL								0	020	020	02	1	3.0	2	1	2	-5.44354838709678	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://homenewshere.com/national/news/article_577b5325-a424-580a-9d97-6fc8b8fa855f.html
1270561669	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COL	BOGOTA	COL								0	020	020	02	1	3.0	2	1	2	-5.44354838709678	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://homenewshere.com/national/news/article_577b5325-a424-580a-9d97-6fc8b8fa855f.html
1270561670	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COL	COLOMBIA	COL								0	0331	033	03	1	5.2	2	1	2	-5.44354838709678	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251025001500	https://homenewshere.com/national/news/article_577b5325-a424-580a-9d97-6fc8b8fa855f.html
1270561671	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COL	COLOMBIA	COL								0	0331	033	03	1	5.2	2	1	2	-5.44354838709678	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://homenewshere.com/national/news/article_577b5325-a424-580a-9d97-6fc8b8fa855f.html
1270561672	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COL	SOLEDAD	COL								0	042	042	04	1	1.9	4	1	4	-1.99091861683549	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251025001500	https://signalscv.com/2025/10/the-time-ranger-perhaps-the-mother-of-all-time-ranger-adventures/
1270561673	20251025	202510	2025	2025.8082	USA	LOS ANGELES	USA								COL	SOLEDAD	COL								0	043	043	04	1	2.8	3	1	3	-1.99091861683549	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251025001500	https://signalscv.com/2025/10/the-time-ranger-perhaps-the-mother-of-all-time-ranger-adventures/
1270561674	20251025	202510	2025	2025.8082	USA	THE US	USA								COL	COLOMBIAN	COL								1	112	112	11	3	-2.0	5	2	5	-5.34606689015359	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20251025001500	https://us.cnn.com/2025/10/24/americas/us-sanctions-colombia-petro-latam-intl
1270561675	20251025	202510	2025	2025.8082	USA	THE US	USA								COL	COLOMBIAN	COL								0	112	112	11	3	-2.0	1	1	1	-5.82362728785358	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20251025001500	https://www.naroomanewsonline.com.au/story/9096892/us-to-deploy-aircraft-carrier-amid-venezuela-tensions/
1270561676	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COL	COLOMBIA	COL								0	162	162	16	4	-5.6	2	1	2	-5.44354838709678	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20251025001500	https://homenewshere.com/national/news/article_577b5325-a424-580a-9d97-6fc8b8fa855f.html
1270561677	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COL	COLOMBIA	COL								0	162	162	16	4	-5.6	2	1	2	-5.44354838709678	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://homenewshere.com/national/news/article_577b5325-a424-580a-9d97-6fc8b8fa855f.html
1270561678	20251025	202510	2025	2025.8082	USA	THE US	USA								COLGOV	COLOMBIAN	COL					GOV			1	112	112	11	3	-2.0	15	2	15	-5.31290766871963	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20251025001500	https://keyt.com/news/national-world/cnn-world/2025/10/24/us-sanctions-colombian-president/
1270561679	20251025	202510	2025	2025.8082	USA	THE US	USA								COLGOV	COLOMBIAN	COL					GOV			0	112	112	11	3	-2.0	6	1	6	-5.82362728785358	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20251025001500	https://www.naroomanewsonline.com.au/story/9096892/us-to-deploy-aircraft-carrier-amid-venezuela-tensions/
1270561680	20251025	202510	2025	2025.8082	USA	ROCHESTER	USA								COP	POLICE						COP			1	010	010	01	1	0.0	20	2	20	-8.74317984195389	3	Olmsted County, Minnesota, United States	US	USMN	MN109	44.0005	-92.4502	659500	3	Olmsted County, Minnesota, United States	US	USMN		44.0005	-92.4502	659500	3	Olmsted County, Minnesota, United States	US	USMN		44.0005	-92.4502	659500	20251025001500	https://kdhlradio.com/ixp/669/p/rochester-burglar-sentenced-crime-spree/
1270561681	20251025	202510	2025	2025.8082	USA	WISCONSIN	USA								COP	POLICE						COP			1	010	010	01	1	0.0	4	1	4	-9.41176470588235	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20251025001500	https://www.wmtv15news.com/2025/10/24/one-person-hospitalized-after-beltline-crash-verona-road/
1270561682	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COP	POLICE						COP			1	013	013	01	1	0.4	4	1	4	-12.7272727272727	3	Breathitt County, Kentucky, United States	US	USKY	KY025	37.5334	-83.3166	516859	3	Breathitt County, Kentucky, United States	US	USKY		37.5334	-83.3166	516859	3	Breathitt County, Kentucky, United States	US	USKY		37.5334	-83.3166	516859	20251025001500	https://www.wkyt.com/2025/10/24/attorney-conflicts-addressed-high-profile-child-murder-case/
1270561683	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COP	POLICE						COP			1	013	013	01	1	0.4	6	1	6	-9.41176470588235	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20251025001500	https://www.wmtv15news.com/2025/10/24/one-person-hospitalized-after-beltline-crash-verona-road/
1270561684	20251025	202510	2025	2025.8082	USA	CHICAGO	USA								COP	POLICE						COP			1	042	042	04	1	1.9	2	1	2	-3.56435643564357	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251025001500	https://www.nbcchicago.com/news/local/laugh-factory-chicago-manager-detained-by-federal-agents-comedy-club-says/3843170/
1270561685	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COP	DEPUTIES						COP			1	060	060	06	2	6.0	2	1	2	1.1070110701107	3	Batavia, Ohio, United States	US	USOH	OH025	39.077	-84.1769	1037672	3	Clermont County, Ohio, United States	US	USOH		39.0501	-84.1499	1074025	3	Clermont County, Ohio, United States	US	USOH		39.0501	-84.1499	1074025	20251025001500	https://www.wcpo.com/news/local-news/clermont-county/clermont-county-deputies-now-authorized-to-assist-with-ice-efforts
1270561686	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COP	POLICE						COP			0	060	060	06	2	6.0	6	1	6	-3.58422939068101	3	Albany County, New York, United States	US	USNY	NY001	42.6001	-73.9662	974099	3	Albany County, New York, United States	US	USNY		42.6001	-73.9662	974099	3	Albany County, New York, United States	US	USNY		42.6001	-73.9662	974099	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/news/2025/10/24/retired-trooper-charged-with-stealing-from-state-police-union
1270561687	20251025	202510	2025	2025.8082	USA	OHIO	USA								COP	DEPUTIES						COP			1	060	060	06	2	6.0	3	1	3	1.1070110701107	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Clermont County, Ohio, United States	US	USOH		39.0501	-84.1499	1074025	3	Clermont County, Ohio, United States	US	USOH		39.0501	-84.1499	1074025	20251025001500	https://www.wcpo.com/news/local-news/clermont-county/clermont-county-deputies-now-authorized-to-assist-with-ice-efforts
1270561688	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COP	POLICE						COP			1	1123	112	11	3	-2.0	3	1	3	-10.0502512562814	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20251025001500	https://www.azfamily.com/2025/10/24/suspect-injured-phoenix-police-shootout-booked-into-jail/
1270561689	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	8	1	8	-6.73575129533678	3	Runnels County, Texas, United States	US	USTX	TX399	31.8335	-99.967	1383985	3	Runnels County, Texas, United States	US	USTX		31.8335	-99.967	1383985	3	Runnels County, Texas, United States	US	USTX		31.8335	-99.967	1383985	20251025001500	https://www.krunam.com/local/winters-man-sentenced-in-mclennan-county-child-abuse-case/
1270561690	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								COP	PRISON						COP			0	173	173	17	4	-5.0	3	1	3	-0.23584905660377	3	The White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	The White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	The White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251025001500	https://www.theatlantic.com/newsletters/archive/2025/10/trump-crypto-pardon-changpeng-zhao/684699/
1270561691	20251025	202510	2025	2025.8082	USA	LOUISVILLE	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	10	1	10	-12.4688279301745	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251025001500	https://www.aol.co.uk/articles/kentucky-high-court-throws-murder-232142028.html
1270561692	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CRM	CARTEL						CRM			1	012	012	01	1	-0.4	4	1	4	-4.41176470588235	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251025001500	https://humanevents.com/2025/10/24/jack-posobiec-msnbc-simps-are-more-concerned-about-violent-cartel-members-than-american-citizens
1270561693	20251025	202510	2025	2025.8082	USA	CALIFORNIA	USA								CRM	CRIMINAL						CRM			0	025	025	02	1	-0.3	3	1	3	-7.2463768115942	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251025001500	https://signalscv.com/2025/10/doj-warns-california-against-arresting-federal-immigration-agents/
1270561694	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CRM	CRIMINAL						CRM			0	112	112	11	3	-2.0	2	1	2	-5.20673813169985	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251025001500	https://signalscv.com/2025/10/duffy-threatens-to-strip-california-of-ability-to-issue-commercial-drivers-licenses/
1270561695	20251025	202510	2025	2025.8082	USA	ALABAMA	USA								CRM	CRIMINAL						CRM			1	160	160	16	4	-4.0	10	1	10	-4.95049504950495	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20251025001500	https://wtug.com/ixp/532/p/bibb-county-child-predators/
1270561696	20251025	202510	2025	2025.8082	USA	BOSTON	USA								CRM	MOBSTER						CRM			1	172	172	17	4	-5.0	10	1	10	-3.21027287319422	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251025001500	https://www.spokanepublicradio.org/2025-10-24/boston-bar-stirs-outrage-with-its-mobster-mugshots-as-decor
1270561697	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CRM	GANG						CRM			1	180	180	18	4	-9.0	2	1	2	-3.95913154533844	3	Oneida County, New York, United States	US	USNY	NY065	43.2001	-75.4663	974131	3	Oneida County, New York, United States	US	USNY		43.2001	-75.4663	974131	3	Oneida County, New York, United States	US	USNY		43.2001	-75.4663	974131	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/10/17/tension-over-prison-violence--cos-shortage-hangs-over-n-y--115th-assembly-race
1270561698	20251025	202510	2025	2025.8082	USA	FLORIDA	USA								CUB	CUBA	CUB								1	043	043	04	1	2.8	1	1	1	2.34505862646566	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20251025001500	https://kfmx.com/ixp/366/p/ozzy-osbourne-rudy-sarzo-audition/
1270561699	20251025	202510	2025	2025.8082	USA	FLORIDA	USA								CUB	CUBA	CUB								1	043	043	04	1	2.8	7	1	7	2.34505862646566	2	Florida, United States	US	USFL		27.8333	-81.717	FL	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20251025001500	https://kfmx.com/ixp/366/p/ozzy-osbourne-rudy-sarzo-audition/
1270561700	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CVL	VILLAGE						CVL			0	017	017	01	1	0.0	4	1	4	-0.69848661233993	3	Vandenberg Village, California, United States	US	USCA	CA083	34.7083	-120.468	1867066	3	Vandenberg Village, California, United States	US	USCA		34.7083	-120.468	1867066	3	Vandenberg Village, California, United States	US	USCA		34.7083	-120.468	1867066	20251025001500	https://www.latimes.com/california/story/2025-10-24/nebraska-road-trip-with-mom-becomes-focus-of-search-for-missing-california-girl
1270561701	20251025	202510	2025	2025.8082	USA	UNITED STATES	USA								CVL	THE POOR						CVL			0	020	020	02	1	3.0	8	1	4	0.0745156482861398	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://religionnews.com/2025/10/24/pope-leo-xivs-first-six-months-unity-migrants-ai-and-a-u-s-style-without-the-fireworks/
