1272979499	20251107	202511	2025	2025.8411	CVL	RESIDENTS						CVL													0	010	010	01	1	0.0	3	1	3	-8.57142857142857	4	Quy Nhon, Tinh Binh Dinh, Vietnam, Republic Of	VM	VM46	32227	13.7667	109.233	-3727579	0								1	Cambodia	CB	CB		13	105	CB	20251107140000	https://www.euronews.com/green/2025/11/07/at-least-five-people-killed-as-typhoon-kalmaegi-makes-landfall-in-vietnam
1272979500	20251107	202511	2025	2025.8411	CVL	NEIGHBOURHOOD						CVL													1	010	010	01	1	0.0	3	1	3	-1.64319248826291	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20251107140000	https://www.hindustantimes.com/lifestyle/nearly-1000-for-a-cup-julith-caf-in-dubai-is-selling-the-world-s-most-expensive-coffee-101762521267467.html
1272979501	20251107	202511	2025	2025.8411	CVL	RESIDENTS						CVL													0	010	010	01	1	0.0	2	1	2	-8.57142857142857	1	Cambodia	CB	CB		13	105	CB	0								1	Cambodia	CB	CB		13	105	CB	20251107140000	https://www.euronews.com/green/2025/11/07/at-least-five-people-killed-as-typhoon-kalmaegi-makes-landfall-in-vietnam
1272979502	20251107	202511	2025	2025.8411	CVL	NEIGHBORHOOD						CVL													1	012	012	01	1	-0.4	6	1	6	-1.19617224880383	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.live5news.com/2025/11/07/documents-horry-county-home-seizures-tied-money-laundering-scheme-terrorist-organization/
1272979503	20251107	202511	2025	2025.8411	CVL	POPULATION						CVL													1	013	013	01	1	0.4	3	1	3	1.61943319838057	4	Makassar, (ID20), Indonesia	ID	ID20	18585	-5.14	119.422	-2701828	0								4	Makassar, (ID20), Indonesia	ID	ID20	18585	-5.14	119.422	-2701828	20251107140000	https://en.vietnamplus.vn/indonesia-to-downstream-ev-batteries-in-two-years-post332092.vnp
1272979504	20251107	202511	2025	2025.8411	CVL	COMMUNITY						CVL													0	013	013	01	1	0.4	10	1	10	-7.84313725490196	3	Cumberland County, Maine, United States	US	USME	ME005	43.8501	-70.3328	581288	0								3	Cumberland County, Maine, United States	US	USME		43.8501	-70.3328	581288	20251107140000	https://www.wabi.tv/2025/11/07/cape-elizabeth-man-shot-tow-truck-vehicle-was-being-repossessed-police-say/
1272979505	20251107	202511	2025	2025.8411	CVL	CITIZEN						CVL													0	014	014	01	1	0.0	6	1	6	-1.80823872294059	3	Pomona College, California, United States	US	USCA	CA037	34.0972	-117.712	247677	0								3	Pomona College, California, United States	US	USCA		34.0972	-117.712	247677	20251107140000	https://laist.com/news/housing-homelessness/los-angeles-mansion-tax-measure-ula-housing-construction-jobs-citizen-oversight-committee
1272979506	20251107	202511	2025	2025.8411	CVL	COMMUNITY						CVL													1	014	014	01	1	0.0	1	1	1	3.82513661202186	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.capenews.net/sandwich/news/smithsonian-traveling-exhibition-to-be-displayed-at-the-nye-museum/article_d54156db-2dc5-4016-95c8-e3f84596a00e.html
1272979507	20251107	202511	2025	2025.8411	CVL	RESIDENTS						CVL													1	020	020	02	1	3.0	10	1	5	1.44404332129964	4	Jacona, Jalisco, Mexico	MX	MX14	20887	21.1333	-102.067	-1671714	0								4	Jacona, Jalisco, Mexico	MX	MX14	20887	21.1333	-102.067	-1671714	20251107140000	https://www.koat.com/article/santa-fe-county-warn-strong-river-currents-nambe-dam-maintenance/69285899
1272979508	20251107	202511	2025	2025.8411	CVL	POPULATION						CVL													1	020	020	02	1	3.0	5	1	5	-0.33222591362127	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20251107140000	https://www.thehindu.com/news/national/maharashtra/maharashtra-sends-proposal-to-centre-to-relocate-leopards-to-vantara/article70252678.ece
1272979509	20251107	202511	2025	2025.8411	CVL	VOTER						CVL													0	020	020	02	1	3.0	5	1	5	-1.92153722978383	3	Allegheny County, Pennsylvania, United States	US	USPA	PA003	40.6253	-80.1251	1213657	0								3	Allegheny County, Pennsylvania, United States	US	USPA		40.6253	-80.1251	1213657	20251107140000	https://www.politicspa.com/11-7-playbook-how-the-race-was-won/144915/
1272979510	20251107	202511	2025	2025.8411	CVL	VOTER						CVL													0	030	030	03	1	4.0	3	1	3	0.11409013120365	3	Paradise Dam, California, United States	US	USCA	CA077	37.7599	-121.309	234430	0								3	Paradise Dam, California, United States	US	USCA		37.7599	-121.309	234430	20251107140000	https://www.chicoer.com/2025/11/07/25-years-ago-mulholland-is-off-to-florida-to-aid-in-recount-news-of-our-past-nov-7-13-2025/
1272979511	20251107	202511	2025	2025.8411	CVL	VOTER						CVL													0	030	030	03	1	4.0	1	1	1	0.11409013120365	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20251107140000	https://www.chicoer.com/2025/11/07/25-years-ago-mulholland-is-off-to-florida-to-aid-in-recount-news-of-our-past-nov-7-13-2025/
1272979512	20251107	202511	2025	2025.8411	CVL	TENANTS						CVL													1	036	036	03	1	4.0	5	1	5	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	Camberwell, Southwark, United Kingdom	UK	UKM8	40133	51.4736	-0.091618	9184434	20251107140000	https://www.timeout.com/london/news/the-popular-south-bank-shopping-destination-that-is-set-to-get-torn-down-by-developers-110725
1272979513	20251107	202511	2025	2025.8411	CVL	VILLAGE						CVL													0	043	043	04	1	2.8	5	1	5	-3.06666666666667	1	Lebanon	LE	LE		33.833333	35.833333	LE	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	20251107140000	https://english.aawsat.com/opinion/5206174-hezbollah-two-statements
1272979514	20251107	202511	2025	2025.8411	CVL	COMMUNITY						CVL													0	051	051	05	1	3.4	5	1	5	4.0169133192389	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251107140000	https://www.wfae.org/arts-culture/2025-11-07/first-friday-arts-theater-classics-poetic-concerts-and-black-cinema-this-november
1272979515	20251107	202511	2025	2025.8411	CVL	RESIDENTS						CVL													1	051	051	05	1	3.4	2	1	2	-2.57104194857916	3	National City, California, United States	US	USCA	CA073	32.6781	-117.099	1661090	0								3	National City, California, United States	US	USCA		32.6781	-117.099	1661090	20251107140000	https://voiceofsandiego.org/2025/11/07/morning-report-san-diego-unifieds-vision-2020-remains-a-vision/
1272979516	20251107	202511	2025	2025.8411	CVL	COMMUNITY						CVL													0	070	070	07	2	7.0	5	1	5	4	4	Borssele, Zeeland, Netherlands	NL	NL10	22376	51.4237	3.73445	-2141687	0								4	Borssele, Zeeland, Netherlands	NL	NL10	22376	51.4237	3.73445	-2141687	20251107140000	https://www.world-nuclear-news.org/articles/hexana-smr-to-be-considered-for-deployment-in-the-netherlands
1272979517	20251107	202511	2025	2025.8411	CVL	COMMUNITY						CVL													0	070	070	07	2	7.0	10	1	10	-2.84974093264249	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251107140000	https://thedailyrecord.com/2025/11/07/the-insurrection-act-needs-an-overhaul/
1272979518	20251107	202511	2025	2025.8411	CVL	IMMIGRANT						CVL													0	071	071	07	2	7.4	6	1	6	-6.40176600441497	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20251107140000	https://www.chicagotribune.com/2025/11/07/letters-110725-katie-abraham/
1272979519	20251107	202511	2025	2025.8411	CVL	IMMIGRANT						CVL													0	071	071	07	2	7.4	4	1	4	-6.40176600441497	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251107140000	https://www.chicagotribune.com/2025/11/07/letters-110725-katie-abraham/
1272979520	20251107	202511	2025	2025.8411	CVL	RESIDENTS						CVL													1	120	120	12	3	-4.0	2	1	2	-2.57104194857916	3	National City, California, United States	US	USCA	CA073	32.6781	-117.099	1661090	0								3	National City, California, United States	US	USCA		32.6781	-117.099	1661090	20251107140000	https://voiceofsandiego.org/2025/11/07/morning-report-san-diego-unifieds-vision-2020-remains-a-vision/
1272979521	20251107	202511	2025	2025.8411	CVL	RESIDENTS						CVL													1	130	130	13	3	-4.4	10	1	5	1.44404332129964	4	Jacona, Jalisco, Mexico	MX	MX14	20887	21.1333	-102.067	-1671714	0								4	Jacona, Jalisco, Mexico	MX	MX14	20887	21.1333	-102.067	-1671714	20251107140000	https://www.koat.com/article/santa-fe-county-warn-strong-river-currents-nambe-dam-maintenance/69285899
1272979522	20251107	202511	2025	2025.8411	CVL	VOTER						CVL													0	130	130	13	3	-4.4	3	1	3	0.11409013120365	3	Little Butte Creek, California, United States	US	USCA	CA021	39.5035	-121.879	227211	0								3	Little Butte Creek, California, United States	US	USCA		39.5035	-121.879	227211	20251107140000	https://www.chicoer.com/2025/11/07/25-years-ago-mulholland-is-off-to-florida-to-aid-in-recount-news-of-our-past-nov-7-13-2025/
1272979523	20251107	202511	2025	2025.8411	CVL	VOTER						CVL													0	130	130	13	3	-4.4	1	1	1	0.11409013120365	3	Paradise Dam, California, United States	US	USCA	CA077	37.7599	-121.309	234430	0								3	Paradise Dam, California, United States	US	USCA		37.7599	-121.309	234430	20251107140000	https://www.chicoer.com/2025/11/07/25-years-ago-mulholland-is-off-to-florida-to-aid-in-recount-news-of-our-past-nov-7-13-2025/
1272979524	20251107	202511	2025	2025.8411	CVL	ENGINEER						CVL			BUS	COMPANIES						BUS			1	030	030	03	1	4.0	10	1	10	1.36986301369864	0								0								0								20251107140000	https://www.businessinsider.com/5-ai-powered-consulting-startups-aily-promptql-profound-dialogue-2025-10
1272979525	20251107	202511	2025	2025.8411	CVL	RESIDENTS						CVL			CHR	CHRISTIAN				CHR					1	036	036	03	1	4.0	3	1	3	4.18848167539267	3	Riverview, Florida, United States	US	USFL	FL031	30.4061	-81.6873	289752	3	Riverview, Florida, United States	US	USFL	FL031	30.4061	-81.6873	289752	3	Riverview, Florida, United States	US	USFL	FL031	30.4061	-81.6873	289752	20251107140000	https://www.christiannewswire.com/the-joy-fm-thanksgiving-partnership-to-benefit-thousands/
1272979526	20251107	202511	2025	2025.8411	CVL	NEIGHBORHOOD						CVL			CVLCVL	NEIGHBORHOOD						CVL	CVL		1	040	040	04	1	1.0	10	1	10	-1.19617224880383	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.live5news.com/2025/11/07/documents-horry-county-home-seizures-tied-money-laundering-scheme-terrorist-organization/
1272979527	20251107	202511	2025	2025.8411	CVL	NEIGHBORHOOD						CVL			CVLEDU	NEIGHBORHOOD						CVL	EDU		1	042	042	04	1	1.9	10	1	10	0.9209888511876	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20251107140000	https://voiceofsandiego.org/2025/11/07/14-years-after-neighborhood-schools-push-san-diego-unified-students-are-just-as-likely-to-choice-out/
1272979528	20251107	202511	2025	2025.8411	CVL	TRAVELER						CVL			DNK	DENMARK	DNK								1	051	051	05	1	3.4	8	1	8	2.76729559748428	1	Iceland	IC	IC		65	-18	IC	1	Denmark	DA	DA		56	10	DA	1	Iceland	IC	IC		65	-18	IC	20251107140000	https://www.yahoo.com/lifestyle/articles/worlds-safest-place-travel-2026-124500870.html
1272979529	20251107	202511	2025	2025.8411	CVL	TRAVELER						CVL			DNK	DENMARK	DNK								1	051	051	05	1	3.4	2	1	2	2.76729559748428	1	Iceland	IC	IC		65	-18	IC	1	Iceland	IC	IC		65	-18	IC	1	Iceland	IC	IC		65	-18	IC	20251107140000	https://www.yahoo.com/lifestyle/articles/worlds-safest-place-travel-2026-124500870.html
1272979530	20251107	202511	2025	2025.8411	CVL	VOTER						CVL			EDU	ACADEMICS						EDU			0	012	012	01	1	-0.4	2	1	2	-1.92153722978383	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251107140000	https://www.politicspa.com/11-7-playbook-how-the-race-was-won/144915/
1272979531	20251107	202511	2025	2025.8411	CVL	VOTER						CVL			EDU	ACADEMICS						EDU			0	012	012	01	1	-0.4	8	1	8	-1.92153722978383	3	Westmoreland County, Pennsylvania, United States	US	USPA	PA129	40.6253	-79.625	1209191	3	Westmoreland County, Pennsylvania, United States	US	USPA		40.6253	-79.625	1209191	3	Westmoreland County, Pennsylvania, United States	US	USPA		40.6253	-79.625	1209191	20251107140000	https://www.politicspa.com/11-7-playbook-how-the-race-was-won/144915/
1272979532	20251107	202511	2025	2025.8411	CVL	NEIGHBORHOOD						CVL			EDU	STUDENT						EDU			1	043	043	04	1	2.8	10	1	10	-2.57104194857916	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20251107140000	https://voiceofsandiego.org/2025/11/07/morning-report-san-diego-unifieds-vision-2020-remains-a-vision/
1272979533	20251107	202511	2025	2025.8411	CVL	IMMIGRANT						CVL			EDU	STUDENT						EDU			0	051	051	05	1	3.4	5	1	5	1.44927536231884	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251107140000	https://www.independent.ie/irish-news/a-formidable-woman-president-and-taoiseach-among-mourners-at-funeral-of-sister-stan/a887909018.html
1272979534	20251107	202511	2025	2025.8411	CVL	TENANTS						CVL			GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	1	1	1	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Camberwell, Southwark, United Kingdom	UK	UKM8	40133	51.4736	-0.091618	9184434	4	Camberwell, Southwark, United Kingdom	UK	UKM8	40133	51.4736	-0.091618	9184434	20251107140000	https://www.timeout.com/london/news/the-popular-south-bank-shopping-destination-that-is-set-to-get-torn-down-by-developers-110725
1272979535	20251107	202511	2025	2025.8411	CVL	COMMUNITY						CVL			GOV	ADVISORY BOARD						GOV			0	010	010	01	1	0.0	10	1	10	-2.84974093264249	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251107140000	https://thedailyrecord.com/2025/11/07/the-insurrection-act-needs-an-overhaul/
1272979536	20251107	202511	2025	2025.8411	CVL	POPULATION						CVL			GOV	GOVERNMENT						GOV			1	040	040	04	1	1.0	5	1	5	-0.33222591362127	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20251107140000	https://www.thehindu.com/news/national/maharashtra/maharashtra-sends-proposal-to-centre-to-relocate-leopards-to-vantara/article70252678.ece
1272979537	20251107	202511	2025	2025.8411	CVL	CITIZEN						CVL			GOV	GOVERNMENT						GOV			0	062	062	06	2	7.4	5	1	5	4	4	Borssele, Zeeland, Netherlands	NL	NL10	22376	51.4237	3.73445	-2141687	4	Borssele, Zeeland, Netherlands	NL	NL10	22376	51.4237	3.73445	-2141687	4	Borssele, Zeeland, Netherlands	NL	NL10	22376	51.4237	3.73445	-2141687	20251107140000	https://www.world-nuclear-news.org/articles/hexana-smr-to-be-considered-for-deployment-in-the-netherlands
1272979538	20251107	202511	2025	2025.8411	CVL	TRAVELER						CVL			ISL	ICELAND	ISL								1	051	051	05	1	3.4	10	1	10	2.76729559748428	1	Iceland	IC	IC		65	-18	IC	1	Iceland	IC	IC		65	-18	IC	1	Iceland	IC	IC		65	-18	IC	20251107140000	https://www.yahoo.com/lifestyle/articles/worlds-safest-place-travel-2026-124500870.html
1272979539	20251107	202511	2025	2025.8411	CVL	RESIDENTS						CVL			LAB	WORKER						LAB			0	020	020	02	1	3.0	5	1	5	0	0								0								0								20251107140000	https://cbs12.com/news/local/south-ocean-blvd-closes-amid-president-trumps-return-to-palm-beach-south-ocean-boulevard-mar-a-lago-florida-news-palm-beach-county-november-7-2025
1272979540	20251107	202511	2025	2025.8411	CVL	CITIZEN						CVL			MED	WEBSITE						MED			0	010	010	01	1	0.0	6	1	6	-1.80823872294059	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251107140000	https://laist.com/news/housing-homelessness/los-angeles-mansion-tax-measure-ula-housing-construction-jobs-citizen-oversight-committee
1272979541	20251107	202511	2025	2025.8411	CVL	CITIZEN						CVL			MED	WEBSITE						MED			0	020	020	02	1	3.0	6	1	6	-1.80823872294059	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251107140000	https://laist.com/news/housing-homelessness/los-angeles-mansion-tax-measure-ula-housing-construction-jobs-citizen-oversight-committee
1272979542	20251107	202511	2025	2025.8411	CVL	NEIGHBOURHOOD						CVL			PAN	PANAMA	PAN								1	010	010	01	1	0.0	2	1	2	-1.64319248826291	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20251107140000	https://www.hindustantimes.com/lifestyle/nearly-1000-for-a-cup-julith-caf-in-dubai-is-selling-the-world-s-most-expensive-coffee-101762521267467.html
1272979543	20251107	202511	2025	2025.8411	CVL	COMMUNITY						CVL			USA	UNITED STATES	USA								1	014	014	01	1	0.0	4	1	4	3.82513661202186	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.capenews.net/sandwich/news/smithsonian-traveling-exhibition-to-be-displayed-at-the-nye-museum/article_d54156db-2dc5-4016-95c8-e3f84596a00e.html
1272979544	20251107	202511	2025	2025.8411	CVL	VOTER						CVL			USA	UNITED STATES	USA								0	030	030	03	1	4.0	5	1	5	0.11409013120365	3	Paradise Dam, California, United States	US	USCA	CA077	37.7599	-121.309	234430	3	Paradise Dam, California, United States	US	USCA		37.7599	-121.309	234430	3	Paradise Dam, California, United States	US	USCA		37.7599	-121.309	234430	20251107140000	https://www.chicoer.com/2025/11/07/25-years-ago-mulholland-is-off-to-florida-to-aid-in-recount-news-of-our-past-nov-7-13-2025/
1272979545	20251107	202511	2025	2025.8411	CVL	VOTER						CVL			USA	UNITED STATES	USA								0	030	030	03	1	4.0	1	1	1	0.11409013120365	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20251107140000	https://www.chicoer.com/2025/11/07/25-years-ago-mulholland-is-off-to-florida-to-aid-in-recount-news-of-our-past-nov-7-13-2025/
1272979546	20251107	202511	2025	2025.8411	CVL	VOTER						CVL			USA	UNITED STATES	USA								0	130	130	13	3	-4.4	5	1	5	0.11409013120365	3	Little Butte Creek, California, United States	US	USCA	CA021	39.5035	-121.879	227211	3	Little Butte Creek, California, United States	US	USCA		39.5035	-121.879	227211	3	Little Butte Creek, California, United States	US	USCA		39.5035	-121.879	227211	20251107140000	https://www.chicoer.com/2025/11/07/25-years-ago-mulholland-is-off-to-florida-to-aid-in-recount-news-of-our-past-nov-7-13-2025/
