1265289853	20240926	202409	2024	2024.7288	AUS	AUSTRALIA	AUS								CVL	COMMUNITY						CVL			0	012	012	01	1	-0.4	2	1	2	-0.40899795501022	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	20250926033000	https://www.abc.net.au/news/2025-09-26/sa-declared-public-precincts/105820216
1265290707	20250926	202509	2025	2025.7288	USA	VIRGINIA	USA								CAN	VANCOUVER	CAN								1	020	020	02	1	3.0	2	1	2	-0.45248868778281	4	North Vancouver, British Columbia, Canada	CA	CA02	12552	49.3167	-123.067	-570375	4	North Vancouver, British Columbia, Canada	CA	CA02	12552	49.3167	-123.067	-570375	4	North Vancouver, British Columbia, Canada	CA	CA02	12552	49.3167	-123.067	-570375	20250926033000	https://vancouversun.com:443/news/local-news/mounties-renew-call-missing-north-vancouver-woman
1265290708	20250926	202509	2025	2025.7288	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	012	012	01	1	-0.4	2	1	2	-0.30120481927711	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250926033000	https://www.staradvertiser.com/2025/09/25/breaking-news/trump-clears-way-for-american-owned-tiktok-valued-at-14b/
1265290709	20250926	202509	2025	2025.7288	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	012	012	01	1	-0.4	2	1	2	-0.30120481927711	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250926033000	https://www.staradvertiser.com/2025/09/25/breaking-news/trump-clears-way-for-american-owned-tiktok-valued-at-14b/
1265290710	20250926	202509	2025	2025.7288	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	012	012	01	1	-0.4	6	1	6	-0.30120481927711	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250926033000	https://www.staradvertiser.com/2025/09/25/breaking-news/trump-clears-way-for-american-owned-tiktok-valued-at-14b/
1265290711	20250926	202509	2025	2025.7288	USA	THE US	USA								CHN	CHINA	CHN								1	012	012	01	1	-0.4	10	1	10	-4.375	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	1	China	CH	CH		35	105	CH	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20250926033000	https://www.kotatv.com/2025/09/26/south-dakota-house-candidate-concerned-us-china-trade-stalemate-could-lead-long-term-consequences-soybean-farmers/
1265290712	20250926	202509	2025	2025.7288	USA	SOUTH DAKOTA	USA								CHN	CHINA	CHN								1	012	012	01	1	-0.4	10	1	10	-4.375	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20250926033000	https://www.kotatv.com/2025/09/26/south-dakota-house-candidate-concerned-us-china-trade-stalemate-could-lead-long-term-consequences-soybean-farmers/
1265290713	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	057	057	05	1	8.0	2	1	2	-0.30120481927711	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250926033000	https://www.staradvertiser.com/2025/09/25/breaking-news/trump-clears-way-for-american-owned-tiktok-valued-at-14b/
1265290714	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	057	057	05	1	8.0	2	1	2	-0.30120481927711	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	20250926033000	https://www.staradvertiser.com/2025/09/25/breaking-news/trump-clears-way-for-american-owned-tiktok-valued-at-14b/
1265290715	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								CHRPRO	EPISCOPAL				CHR	PRO				1	013	013	01	1	0.4	4	1	4	2.94117647058823	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250926033000	https://www.wqad.com/article/news/local/great-revivalist-brewery-7-hills-brewing-acquistion/526-bde4e825-06ca-4dc7-a972-806220031a2e
1265290716	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								COP	POLICE						COP			0	013	013	01	1	0.4	4	1	4	-9.46502057613172	3	Fremont, California, United States	US	USCA	CA071	35.1916	-117.577	252893	3	Fremont, California, United States	US	USCA	CA071	35.1916	-117.577	252893	3	Fremont, California, United States	US	USCA	CA071	35.1916	-117.577	252893	20250926033000	https://www.nydailynews.com/2025/09/25/california-vigilante-murders-71-year-old-sex-offender/
1265290717	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								COP	DEPUTY						COP			0	042	042	04	1	1.9	2	1	2	-1.65137614678899	3	Wenatchee, Washington, United States	US	USWA	WA007	47.4235	-120.31	1527897	3	Wenatchee, Washington, United States	US	USWA	WA007	47.4235	-120.31	1527897	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250926033000	https://www.durangoherald.com/articles/remains-found-in-washington-state-are-of-travis-decker-wanted-in-daughters-killings-officials-say/
1265290718	20250926	202509	2025	2025.7288	USA	SAN ANTONIO	USA								COP	POLICE						COP			1	101	101	10	3	-5.0	8	1	8	-3.93939393939394	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20250926033000	https://news4sanantonio.com/news/local/families-of-cold-case-victims-in-san-antonio-demand-answers-from-police
1265290719	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								CRM	CRIMINAL						CRM			1	173	173	17	4	-5.0	4	1	4	-7.76470588235298	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	20250926033000	https://www.staradvertiser.com/2025/09/25/breaking-news/fbi-ex-chief-comey-criminally-charged-as-trump-targets-critics/
1265290720	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								CVL	RESIDENTS						CVL			0	030	030	03	1	4.0	4	1	4	2.00573065902579	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250926033000	https://www.sandiegouniontribune.com/2025/09/25/democrats-spotlight-their-demand-for-restored-health-insurance-subsidies-in-budget-stalemate/
1265290721	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								CVL	NEIGHBORHOOD						CVL			1	042	042	04	1	1.9	4	1	4	2.06286836935167	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250926033000	https://www.nbclosangeles.com/entertainment/entertainment-news/hamilton-movie-disabled-woman-kicked-out-theater-audience/3783313/
1265290722	20250926	202509	2025	2025.7288	USA	AMERICAN	USA								CVL	SMALL TOWN						CVL			1	042	042	04	1	1.9	6	1	6	4.96760259179266	3	Great Lakes, Michigan, United States	US	USMI	MI031	45.6875	-84.4375	1783507	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250926033000	https://maritime-executive.com/corporate/american-cruise-lines-launches-first-all-u-s-cruises-on-the-great-lakes
1265290723	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	4	1	4	1.55038759689923	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20250926033000	https://www.durangoherald.com/articles/paula-poundstone-hopefully-my-show-is-an-animated-spaceship/
1265290724	20250926	202509	2025	2025.7288	USA	SAN DIEGO	USA								CVL	COMMUNITY						CVL			0	043	043	04	1	2.8	3	1	3	1.99647680563711	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	2	California, United States	US	USCA		36.17	-119.746	CA	20250926033000	https://www.sandiegouniontribune.com/2025/09/25/as-san-diego-schools-first-black-and-first-female-leader-bertha-pendleton-showed-willingness-to-share-with-everybody/
1265290725	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	4	1	4	1.99647680563711	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	2	California, United States	US	USCA		36.17	-119.746	CA	20250926033000	https://www.sandiegouniontribune.com/2025/09/25/as-san-diego-schools-first-black-and-first-female-leader-bertha-pendleton-showed-willingness-to-share-with-everybody/
1265290726	20250926	202509	2025	2025.7288	USA	WYOMING	USA								CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	8	1	8	3.63196125907991	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250926033000	https://rivergrandrapids.com/ixp/44/p/wyoming-pedestrian-bridge-opening/
1265290727	20250926	202509	2025	2025.7288	USA	WYOMING	USA								CVL	COMMUNITY						CVL			1	080	080	08	2	5.0	8	1	8	3.63196125907991	3	City Of Wyoming, Michigan, United States	US	USMI	MI081	42.8923	-85.7025	1627295	3	City Of Wyoming, Michigan, United States	US	USMI		42.8923	-85.7025	1627295	3	City Of Wyoming, Michigan, United States	US	USMI		42.8923	-85.7025	1627295	20250926033000	https://rivergrandrapids.com/ixp/44/p/wyoming-pedestrian-bridge-opening/
1265290728	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								CVL	SETTLEMENT						CVL			1	112	112	11	3	-2.0	2	1	2	0.49019607843137	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250926033000	https://www.bssnews.net/news/315562
1265290729	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								CVL	MIGRANT						CVL			1	190	190	19	4	-10.0	12	1	8	-2.93122886133033	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250926033000	https://nypost.com/2025/09/25/us-news/anti-ice-shooter-was-lazy-stoner-who-relocated-to-washington-to-pick-pot-ex-boss-says/
1265290730	20250926	202509	2025	2025.7288	USA	DALLAS	USA								CVLEDU	COMMUNITY						CVL	EDU		1	042	042	04	1	1.9	6	1	6	-9.59349593495936	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250926033000	https://www.perthnow.com.au/news/politics/suspect-in-us-shooting-sought-to-terrorise-ice-agents-c-20149486
1265290731	20250926	202509	2025	2025.7288	USA	IOWA	USA								EDU	SCHOOL						EDU			1	010	010	01	1	0.0	10	1	10	0.66445182724252	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250926033000	https://www.kcrg.com/2025/09/26/independence-police-issue-statement-regarding-incident-near-school-grounds/
1265290732	20250926	202509	2025	2025.7288	USA	VIRGINIA	USA								EDU	STUDENT						EDU			1	020	020	02	1	3.0	9	1	9	1.83150183150183	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	20250926033000	https://richmondfreepress.com/news/2025/sep/25/rps-continues-free-vaccine-program-for-middle-and-high-schoolers/
1265290733	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	051	051	05	1	3.4	2	1	2	1.99647680563711	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20250926033000	https://www.sandiegouniontribune.com/2025/09/25/as-san-diego-schools-first-black-and-first-female-leader-bertha-pendleton-showed-willingness-to-share-with-everybody/
1265290734	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	051	051	05	1	3.4	2	1	2	1.99647680563711	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	2	California, United States	US	USCA		36.17	-119.746	CA	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20250926033000	https://www.sandiegouniontribune.com/2025/09/25/as-san-diego-schools-first-black-and-first-female-leader-bertha-pendleton-showed-willingness-to-share-with-everybody/
1265290735	20250926	202509	2025	2025.7288	USA	SAN DIEGO	USA								EDU	SCHOOL						EDU			0	090	090	09	2	-2.0	10	1	10	1.99647680563711	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20250926033000	https://www.sandiegouniontribune.com/2025/09/25/as-san-diego-schools-first-black-and-first-female-leader-bertha-pendleton-showed-willingness-to-share-with-everybody/
1265290736	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								ELI	RETIRED						ELI			0	010	010	01	1	0.0	2	1	2	-4.55284552845529	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250926033000	https://nypost.com/2025/09/25/us-news/grand-central-terminal-power-outage-traps-5-mta-workers-in-elevator/
1265290737	20250926	202509	2025	2025.7288	USA	AMERICAN	USA								GBR	LONDON	GBR								0	040	040	04	1	1.0	8	1	8	2.21052631578947	1	United States	US	US		39.828175	-98.5795	US	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20250926033000	https://www.thetimes.com/life-style/luxury/article/london-beauty-industry-exodus-times-luxury-whv9b5w2x
1265290738	20250926	202509	2025	2025.7288	USA	AMERICAN	USA								GBR	LONDON	GBR								0	040	040	04	1	1.0	2	1	2	2.21052631578947	1	United States	US	US		39.828175	-98.5795	US	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20250926033000	https://www.thetimes.com/life-style/luxury/article/london-beauty-industry-exodus-times-luxury-whv9b5w2x
1265290739	20250926	202509	2025	2025.7288	USA	RICHMOND	USA								GOV	GOVERNOR						GOV			1	014	014	01	1	0.0	10	1	10	0	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://richmondfreepress.com/news/2025/sep/25/early-voting/
1265290740	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	022	022	02	1	3.2	4	1	4	-9.05730129390015	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://economictimes.indiatimes.com/news/international/us/trump-calls-comey-one-of-the-worst-human-beings-after-former-fbi-director-indicted-on-felony-charges/articleshow/124142172.cms
1265290741	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	026	026	02	1	4.0	4	1	4	-1.65631469979296	3	The White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	The White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	The White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250926033000	https://www.financialexpress.com/world-news/us-news/pentagon-chief-pete-hegseth-summons-us-military-officers-to-virginia-in-rare-gathering-next-week/3989821/
1265290742	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	SECRETARY OF STATE						GOV			1	040	040	04	1	1.0	4	1	4	-1.7167381974249	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20250926033000	https://www.ktlo.com/2025/09/25/secretary-jester-to-host-charlie-kirk-memorial-exhibit-at-state-capitol/
1265290743	20250926	202509	2025	2025.7288	USA	NEW YORK	USA								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	6	1	6	5.06329113924051	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Suriname	NS	NS		4	-56	NS	1	Suriname	NS	NS		4	-56	NS	20250926033000	https://www.smn-news.com/index.php/st-maarten-st-martin-news/48867-prime-minister-of-sint-maarten-initiates-bilateral-meeting-with-president-of-suriname-during-un-general-assembly.html
1265290744	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	1	1	1	-6.77506775067751	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250926033000	https://www.telegraphherald.com/ap/national/article_345b0cf7-45b8-5501-8d1d-df1308e247aa.html
1265290745	20250926	202509	2025	2025.7288	USA	THE US	USA								GOV	PRIME MINISTER						GOV			0	043	043	04	1	2.8	6	1	6	-3.19672131147541	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20250926033000	https://5tjt.com/two-state-pollution/
1265290746	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	A CABINET MEETING						GOV			0	051	051	05	1	3.4	2	1	2	-2.6578073089701	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250926033000	https://www.nbclosangeles.com/news/national-international/tulsi-gabbard-may-have-undermined-john-brennan-probe/3783281/
1265290747	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	A CABINET MEETING						GOV			0	051	051	05	1	3.4	2	1	2	-2.6578073089701	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	1	Iran	IR	IR		32	53	IR	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250926033000	https://www.nbclosangeles.com/news/national-international/tulsi-gabbard-may-have-undermined-john-brennan-probe/3783281/
1265290748	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	051	051	05	1	3.4	4	1	4	-9.05730129390015	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://economictimes.indiatimes.com/news/international/us/trump-calls-comey-one-of-the-worst-human-beings-after-former-fbi-director-indicted-on-felony-charges/articleshow/124142172.cms
1265290749	20250926	202509	2025	2025.7288	USA	HOUSTON	USA								GOV	AUTHORITIES						GOV			1	090	090	09	2	-2.0	2	1	2	-11.6402116402116	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	League City, Texas, United States	US	USTX		29.5075	-95.0949	1339753	3	League City, Texas, United States	US	USTX		29.5075	-95.0949	1339753	20250926033000	https://www.galvnews.com/news/houston-man-charged-in-league-city-walmart-robbery/article_5a359428-e908-5c35-a7b1-e63f1d246b6d.html
1265290750	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	111	111	11	3	-2.0	1	1	1	-5.44593528018943	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20250926033000	https://wtop.com/national/2025/09/ex-fbi-director-james-comey-charged-with-making-false-statement-obstruction-ap-source-says/
1265290751	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	112	112	11	3	-2.0	1	1	1	-5.44593528018943	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20250926033000	https://wtop.com/national/2025/09/ex-fbi-director-james-comey-charged-with-making-false-statement-obstruction-ap-source-says/
1265290752	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	ATTORNEY GENERAL						GOV			0	173	173	17	4	-5.0	2	1	2	-7.76470588235298	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	20250926033000	https://www.staradvertiser.com/2025/09/25/breaking-news/fbi-ex-chief-comey-criminally-charged-as-trump-targets-critics/
1265290753	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	185	185	18	4	-8.0	2	1	2	-6.77506775067751	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250926033000	https://www.telegraphherald.com/ap/national/article_345b0cf7-45b8-5501-8d1d-df1308e247aa.html
1265290754	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	185	185	18	4	-8.0	2	1	2	-6.77506775067751	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250926033000	https://www.telegraphherald.com/ap/national/article_345b0cf7-45b8-5501-8d1d-df1308e247aa.html
1265290755	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	186	186	18	4	-10.0	2	1	2	-6.77506775067751	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250926033000	https://www.telegraphherald.com/ap/national/article_345b0cf7-45b8-5501-8d1d-df1308e247aa.html
1265290756	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	190	190	19	4	-10.0	4	1	4	-6.77506775067751	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250926033000	https://www.telegraphherald.com/ap/national/article_345b0cf7-45b8-5501-8d1d-df1308e247aa.html
1265290757	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	193	193	19	4	-10.0	2	1	2	-2.29226361031518	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250926033000	https://www.wqad.com/article/news/agriculture/laser-weeder-carbon-robotics-agricultural-technology/526-e0208184-1f39-4f70-8cfb-c21159cee3a8
1265290758	20250926	202509	2025	2025.7288	USA	VIRGINIA	USA								GOVMIL	DEFENSE SECRETARY						GOV	MIL		1	043	043	04	1	2.8	5	1	5	-4.10958904109589	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://www.financialexpress.com/shorts/business/industry/grain-based-ethanol-makers-seek-cap-on-new-investmentsnbsp-3989880/
1265290759	20250926	202509	2025	2025.7288	USA	THE US	USA								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	2	1	2	-3.19672131147541	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250926033000	https://5tjt.com/two-state-pollution/
1265290760	20250926	202509	2025	2025.7288	USA	NEW YORK	USA								ISR	ISRAEL	ISR								1	043	043	04	1	2.8	2	1	2	-1.08843537414966	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250926033000	https://www.firstpost.com/explainers/israel-benjamin-netanyahu-address-un-general-assembly-other-headlines-13936903.html
1265290761	20250926	202509	2025	2025.7288	USA	THE US	USA								ISRGOV	ISRAEL	ISR					GOV			0	043	043	04	1	2.8	2	1	2	-3.19672131147541	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250926033000	https://5tjt.com/two-state-pollution/
1265290762	20250926	202509	2025	2025.7288	USA	AMERICAN	USA								JPN	JAPAN	JPN								1	043	043	04	1	2.8	3	1	3	-3.84615384615384	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20250926033000	https://www.gmanetwork.com/news/topstories/nation/960392/us-maritime-security-fund-ph-indo-pacific-nations/story/
1265290763	20250926	202509	2025	2025.7288	USA	AMERICAN	USA								JPN	JAPAN	JPN								1	043	043	04	1	2.8	2	1	2	-3.84615384615384	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250926033000	https://www.gmanetwork.com/news/topstories/nation/960392/us-maritime-security-fund-ph-indo-pacific-nations/story/
1265290764	20250926	202509	2025	2025.7288	USA	UNITED STATES	USA								JPNBUS	JAPANESE	JPN					BUS			1	0311	031	03	1	5.2	2	1	2	1.31004366812227	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250926033000	https://www.japantimes.co.jp/business/2025/09/26/companies/nippon-steel-investment/
