1274198708	20241114	202411	2024	2024.8603											GOVOPP	GOVERNMENT						GOV	OPP		0	170	170	17	4	-7.0	10	1	10	-2.40073868882733	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251114144500	https://www.dw.com/en/why-is-india-upping-forces-at-chokepoint-with-bangladesh/a-74745741
1274199945	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								JUD	JUDGE						JUD			0	043	043	04	1	2.8	2	1	2	-0.62630480167015	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20251114144500	https://www.aol.com/articles/where-ruby-bridges-now-her-120000092.html
1274199946	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								JUD	STATE SUPREME COURT						JUD			0	051	051	05	1	3.4	4	1	4	-3.74331550802139	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20251114144500	https://justthenews.com/government/courts-law/nevada-supreme-court-allows-prosecution-2020-alternate-electors-proceed
1274199947	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								JUD	ATTORNEY						JUD			0	090	090	09	2	-2.0	2	1	2	-3.30357142857143	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251114144500	https://www.nbclosangeles.com/news/national-international/army-contacted-1400-patients-gynecologist-misconduct-investigation/3804708/
1274199948	20251114	202511	2025	2025.8603	USA	WASHINGTON	USA								JUD	DISTRICT COURT						JUD			1	090	090	09	2	-2.0	10	1	10	3.63636363636364	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251114144500	https://www.orissabarta.com/court-65682/6.html
1274199949	20251114	202511	2025	2025.8603	USA	THE US	USA								KORGOV	SOUTH KOREAN	KOR					GOV			1	061	061	06	2	6.4	6	1	6	1.81818181818182	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20251114144500	https://biztoc.com/x/68e0b464285fd06d
1274199950	20251114	202511	2025	2025.8603	USA	THE US	USA								KORGOV	SOUTH KOREA	KOR					GOV			1	061	061	06	2	6.4	4	1	4	1.81818181818182	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	United States	US	US		39.828175	-98.5795	US	20251114144500	https://biztoc.com/x/68e0b464285fd06d
1274199951	20251114	202511	2025	2025.8603	USA	THE US	USA								KORGOV	SOUTH KOREAN	KOR					GOV			1	084	084	08	2	7.0	10	1	10	1.81818181818182	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20251114144500	https://biztoc.com/x/68e0b464285fd06d
1274199952	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								LAB	EMPLOYEE						LAB			1	110	110	11	3	-2.0	2	1	2	-2.39931448157669	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20251114144500	https://time.com/7285021/congress-courts-restriction-history/
1274199953	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								LEG	CONGRESSMAN						LEG			0	013	013	01	1	0.4	4	1	4	-2.50231696014829	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	20251114144500	https://www.foxnews.com/politics/congressman-says-he-blown-off-wisconsin-college-accused-blocking-new-tpusa-chapter
1274199954	20251114	202511	2025	2025.8603	USA	SOUTH CAROLINA	USA								LEG	SENATE						LEG			0	014	014	01	1	0.0	3	1	3	-2.39931448157669	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20251114144500	https://time.com/7285021/congress-courts-restriction-history/
1274199955	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								LEG	CONGRESSMAN						LEG			0	020	020	02	1	3.0	4	1	4	-2.50231696014829	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	20251114144500	https://www.foxnews.com/politics/congressman-says-he-blown-off-wisconsin-college-accused-blocking-new-tpusa-chapter
1274199956	20251114	202511	2025	2025.8603	USA	SOUTH CAROLINA	USA								LEG	SENATE						LEG			0	020	020	02	1	3.0	2	1	2	-2.39931448157669	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251114144500	https://time.com/7285021/congress-courts-restriction-history/
1274199957	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								LEG	SENATE						LEG			0	020	020	02	1	3.0	1	1	1	-2.39931448157669	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20251114144500	https://time.com/7285021/congress-courts-restriction-history/
1274199958	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								LEG	HOUSE SPEAKER						LEG			1	040	040	04	1	1.0	2	1	2	-0.83507306889353	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20251114144500	https://www.keranews.org/education/2025-11-14/texas-committees-first-hearing-college-free-speech-charlie-kirk
1274199959	20251114	202511	2025	2025.8603	USA	ILLINOIS	USA								LEG	SENATOR						LEG			0	051	051	05	1	3.4	8	1	8	-2.39931448157669	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251114144500	https://time.com/7285021/congress-courts-restriction-history/
1274199960	20251114	202511	2025	2025.8603	USA	ILLINOIS	USA								MED	WEBSITE						MED			1	020	020	02	1	3.0	10	1	10	-8.48214285714287	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251114144500	https://www.wandtv.com/news/first-ever-death-from-meat-allergy-caused-by-tick-bite-reported/article_e0f21bf2-a3b6-4905-b9d3-5eb72cbd8e9a.html
1274199961	20251114	202511	2025	2025.8603	USA	AUSTIN	USA								MED	MAGAZINE						MED			1	043	043	04	1	2.8	7	1	7	3.05206463195691	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251114144500	https://www.forbes.com/sites/garystoller/2025/11/14/austin-contends-for-americas-best-holiday-lights-display/
1274199962	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								MED	MEDIA						MED			1	111	111	11	3	-2.0	1	1	1	-1.38339920948617	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20251114144500	https://wcbm.com/national-headline/a-kennedy-family-member-might-have-a-nazi-problem/
1274199963	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								MIL	ARMY						MIL			0	040	040	04	1	1.0	4	1	4	-3.30357142857143	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251114144500	https://www.nbclosangeles.com/news/national-international/army-contacted-1400-patients-gynecologist-misconduct-investigation/3804708/
1274199964	20251114	202511	2025	2025.8603	USA	THE US	USA								MIL	NAVY						MIL			0	046	046	04	1	7.0	8	1	8	-6.38629283489096	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20251114144500	https://www.independent.co.uk/news/world/americas/us-politics/hegseth-narco-terrorists-latin-america-b2865319.html
1274199965	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								MIL	NAVY						MIL			0	046	046	04	1	7.0	1	1	1	-6.38629283489096	3	Lake Erie, Washington, United States	US	USWA	WA057	48.4527	-122.641	1504767	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20251114144500	https://www.independent.co.uk/news/world/americas/us-politics/hegseth-narco-terrorists-latin-america-b2865319.html
1274199966	20251114	202511	2025	2025.8603	USA	THE US	USA								MIL	MILITARY						MIL			1	046	046	04	1	7.0	5	1	5	-6.38629283489096	3	Fort Wayne, Indiana, United States	US	USIN	IN003	41.1306	-85.1289	434689	3	Fort Wayne, Indiana, United States	US	USIN		41.1306	-85.1289	434689	3	Fort Wayne, Indiana, United States	US	USIN		41.1306	-85.1289	434689	20251114144500	https://www.independent.co.uk/news/world/americas/us-politics/hegseth-narco-terrorists-latin-america-b2865319.html
1274199967	20251114	202511	2025	2025.8603	USA	AMERICAN	USA								MIL	MILITARY FORCE						MIL			1	051	051	05	1	3.4	10	1	10	-5.4711246200608	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20251114144500	https://athens-times.com/americans-reject-trumps-narco-terrorist-strike-policy-no-to-military-intervention-in-venezuela/
1274199968	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								NOR	NORWAY	NOR								1	020	020	02	1	3.0	2	1	2	0.60422960725076	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20251114144500	https://www.newser.com/story/378701/worlds-power-players-sought-advice-from-jeffrey-epstein.html
1274199969	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								NOR	NORWAY	NOR								1	040	040	04	1	1.0	3	1	3	0.60422960725076	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Norway	NO	NO		62	10	NO	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251114144500	https://www.newser.com/story/378701/worlds-power-players-sought-advice-from-jeffrey-epstein.html
1274199970	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								NOR	NORWAY	NOR								1	051	051	05	1	3.4	1	1	1	0.60422960725076	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Norway	NO	NO		62	10	NO	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251114144500	https://www.newser.com/story/378701/worlds-power-players-sought-advice-from-jeffrey-epstein.html
1274199971	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								NOR	NORWAY	NOR								1	051	051	05	1	3.4	2	1	2	0.60422960725076	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20251114144500	https://www.newser.com/story/378701/worlds-power-players-sought-advice-from-jeffrey-epstein.html
1274199972	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								NRMRAC020	CREATIVITY				NRM					0	043	043	04	1	2.8	2	1	2	8.48484848484849	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251114144500	https://www.prnewswire.com/news-releases/redken-welcomes-patricia-nikole-paintedhair-as-new-global-artistic-ambassador-302615087.html
1274199973	20251114	202511	2025	2025.8603	USA	NEW YORK	USA								OPP	DEMONSTRATOR						OPP			0	020	020	02	1	3.0	6	1	6	-4.20338983050848	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251114144500	https://www.irishtimes.com/world/us/2025/11/14/epstein-files-trump-taunted-from-beyond-the-grave/
1274199974	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								PTY	DEMOCRATIC PARTY									0	110	110	11	3	-2.0	2	1	2	-2.13333333333334	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251114144500	https://vanderbilthustler.com/2025/11/14/students-react-to-end-of-longest-government-shutdown-in-us-history/
1274199975	20251114	202511	2025	2025.8603	USA	AMERICAN	USA								UAF	FIGHTER						UAF			0	154	154	15	4	-7.2	1	1	1	-6.38629283489096	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	Lake Erie, Washington, United States	US	USWA		48.4527	-122.641	1504767	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20251114144500	https://www.independent.co.uk/news/world/americas/us-politics/hegseth-narco-terrorists-latin-america-b2865319.html
1274199976	20251114	202511	2025	2025.8603	USA	AMERICAN	USA								UAF	FIGHTER						UAF			0	154	154	15	4	-7.2	7	1	7	-6.38629283489096	3	Lake Erie, Washington, United States	US	USWA	WA057	48.4527	-122.641	1504767	3	Fort Wayne, Indiana, United States	US	USIN		41.1306	-85.1289	434689	3	Lake Erie, Washington, United States	US	USWA		48.4527	-122.641	1504767	20251114144500	https://www.independent.co.uk/news/world/americas/us-politics/hegseth-narco-terrorists-latin-america-b2865319.html
1274199977	20251114	202511	2025	2025.8603	USA	MICHIGAN	USA								USABUS	UNITED STATES	USA					BUS			0	010	010	01	1	0.0	2	1	2	1.05596620908131	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251114144500	https://bridgemi.com/business-watch/hope-anger-on-display-at-town-hall-as-261m-megasite-forges-ahead-near-flint/
1274199978	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								USAGOV	THE WHITE HOUSE	USA					GOV			1	036	036	03	1	4.0	4	2	4	-3.96668051307226	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20251114144500	https://www.smdailyjournal.com/news/national/the-latest-newly-released-epstein-emails-reveal-ties-to-influential-figures-even-after-conviction/article_b4adc067-83a5-5c94-918e-bbd425c72956.html
1274199979	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	2	1	2	-0.83507306889353	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20251114144500	https://www.keranews.org/education/2025-11-14/texas-committees-first-hearing-college-free-speech-charlie-kirk
1274199980	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								USAGOV	THE WHITE HOUSE	USA					GOV			0	042	042	04	1	1.9	2	1	2	-4.20338983050848	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251114144500	https://www.irishtimes.com/world/us/2025/11/14/epstein-files-trump-taunted-from-beyond-the-grave/
1274199981	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								USAGOV	THE WHITE HOUSE	USA					GOV			0	042	042	04	1	1.9	2	1	2	-4.20338983050848	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20251114144500	https://www.irishtimes.com/world/us/2025/11/14/epstein-files-trump-taunted-from-beyond-the-grave/
1274199982	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								USAJUD	UNITED STATES	USA					JUD			0	042	042	04	1	1.9	2	1	2	-0.62630480167015	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20251114144500	https://www.aol.com/articles/where-ruby-bridges-now-her-120000092.html
1274199983	20251114	202511	2025	2025.8603	USA	MISSISSIPPI	USA								USAJUD	UNITED STATES	USA					JUD			1	120	120	12	3	-4.0	2	1	2	-10.3174603174603	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20251114144500	https://www.wlox.com/2025/11/14/mississippi-supreme-court-denies-appeal-2018-ocean-springs-murder-case/
1274199984	20251114	202511	2025	2025.8603	USA	MISSISSIPPI	USA								USAJUD	UNITED STATES	USA					JUD			1	190	190	19	4	-10.0	2	1	2	-10.3174603174603	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	3	Ocean Springs, Mississippi, United States	US	USMS		30.4113	-88.8278	675137	20251114144500	https://www.wlox.com/2025/11/14/mississippi-supreme-court-denies-appeal-2018-ocean-springs-murder-case/
1274199985	20251114	202511	2025	2025.8603	USA	NEW HAMPSHIRE	USA								USALEG	UNITED STATES	USA					LEG			1	045	045	04	1	5.0	2	1	2	-4.36507936507936	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20251114144500	https://www.nhpr.org/nh-news/2025-11-14/nh-news-recap-congressional-delegation-divided-over-government-shutdown-deal
1274199986	20251114	202511	2025	2025.8603	USA	NEW HAMPSHIRE	USA								USALEG	UNITED STATES	USA					LEG			1	050	050	05	1	3.5	2	1	2	-4.36507936507936	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20251114144500	https://www.nhpr.org/nh-news/2025-11-14/nh-news-recap-congressional-delegation-divided-over-government-shutdown-deal
1274199987	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								USALEG	UNITED STATES	USA					LEG			0	051	051	05	1	3.4	2	1	2	-2.39931448157669	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251114144500	https://time.com/7285021/congress-courts-restriction-history/
1274199988	20251114	202511	2025	2025.8603	USA	TEXAS	USA								USALEG	UNITED STATES	USA					LEG			1	172	172	17	4	-5.0	4	1	4	-3.51648351648351	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251114144500	https://www.ksla.com/2025/11/13/former-east-texas-legislator-fined-lobbying-too-soon-after-leaving-office/
1274199989	20251114	202511	2025	2025.8603	USA	WASHINGTON	USA								USAMED	THE ASSOCIATED PRESS	USA					MED			0	173	173	17	4	-5.0	7	1	7	-3.81303813038131	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251114144500	https://www.independent.co.uk/news/world/americas/us-politics/paul-ingrassia-gsa-nazi-trump-b2865358.html
1274199990	20251114	202511	2025	2025.8603	USA	THE US	USA								USAMIL	THE US	USA					MIL			1	042	042	04	1	1.9	10	1	10	0.414937759336101	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251114144500	http://www.businessghana.com/site/news/technology/338289/Blended-wings:-The-sci-fi-aircraft-concept-that-could-appear-at-an-airport-near-you
1274199991	20251114	202511	2025	2025.8603	USA	THE US	USA								USAMIL	UNITED STATES	USA					MIL			0	072	072	07	2	8.3	1	1	1	-5.4711246200608	1	Venezuela	VE	VE		8	-66	VE	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251114144500	https://athens-times.com/americans-reject-trumps-narco-terrorist-strike-policy-no-to-military-intervention-in-venezuela/
1274199992	20251114	202511	2025	2025.8603	USA	THE US	USA								USAMIL	UNITED STATES	USA					MIL			0	072	072	07	2	8.3	1	1	1	-5.4711246200608	1	Venezuela	VE	VE		8	-66	VE	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Venezuela	VE	VE		8	-66	VE	20251114144500	https://athens-times.com/americans-reject-trumps-narco-terrorist-strike-policy-no-to-military-intervention-in-venezuela/
1274199993	20251114	202511	2025	2025.8603	USA	UNITED STATES	USA								smi	SAMI			smi						0	013	013	01	1	0.4	2	1	2	-2.87648054145516	3	San Francisco Bay, California, United States	US	USCA	CA081	37.7083	-122.28	1654951	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	3	San Francisco Bay, California, United States	US	USCA		37.7083	-122.28	1654951	20251114144500	https://www.middleeasteye.net/news/british-journalist-sami-hamdi-reunited-family-after-release-ice-detention
1274199994	20251114	202511	2025	2025.8603	USA	THE US	USA								smi	SAMI			smi						1	030	030	03	1	4.0	4	1	4	-2.87648054145516	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251114144500	https://www.middleeasteye.net/news/british-journalist-sami-hamdi-reunited-family-after-release-ice-detention
1274199995	20251114	202511	2025	2025.8603	USA	THE US	USA								smi	SAMI			smi						1	030	030	03	1	4.0	2	1	2	-2.87648054145516	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	3	San Francisco Bay, California, United States	US	USCA		37.7083	-122.28	1654951	20251114144500	https://www.middleeasteye.net/news/british-journalist-sami-hamdi-reunited-family-after-release-ice-detention
1274199996	20251114	202511	2025	2025.8603	USABUS	MICHIGAN	USA					BUS													0	010	010	01	1	0.0	6	1	6	1.05596620908131	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251114144500	https://bridgemi.com/business-watch/hope-anger-on-display-at-town-hall-as-261m-megasite-forges-ahead-near-flint/
1274199997	20251114	202511	2025	2025.8603	USABUS	UNITED STATES	USA					BUS			BUS	COMPANIES						BUS			1	043	043	04	1	2.8	4	1	4	5.12820512820513	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20251114144500	https://biztoc.com/x/95fc3c49d5bd57b0
1274199998	20251114	202511	2025	2025.8603	USACOP	UNITED STATES	USA					COP													0	090	090	09	2	-2.0	1	1	1	-2.60047281323877	3	Montauk, New York, United States	US	USNY	NY103	41.0359	-71.9545	957540	0								3	Montauk, New York, United States	US	USNY	NY103	41.0359	-71.9545	957540	20251114144500	https://thetab.com/2025/11/14/influencer-found-dead-on-billionaires-yacht-after-residents-heard-mysterious-screams
1274199999	20251114	202511	2025	2025.8603	USACOP	UNITED STATES	USA					COP													0	090	090	09	2	-2.0	1	1	1	-2.60047281323877	3	Suffolk County, New York, United States	US	USNY	NY103	40.8668	-72.7995	974149	0								3	Suffolk County, New York, United States	US	USNY		40.8668	-72.7995	974149	20251114144500	https://thetab.com/2025/11/14/influencer-found-dead-on-billionaires-yacht-after-residents-heard-mysterious-screams
1274200000	20251114	202511	2025	2025.8603	USACVL	CATO INSTITUTE	USA					CVL													0	042	042	04	1	1.9	10	1	10	-1.5063731170336	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20251114144500	https://www.pasadenastarnews.com/2025/11/14/who-was-really-to-blame-for-the-government-shutdown/
1274200001	20251114	202511	2025	2025.8603	USACVL	UNITED STATES	USA					CVL			GOV	CHIEF EXECUTIVE						GOV			0	1712	171	17	4	-9.2	2	1	2	1.93861066235864	3	Altadena, California, United States	US	USCA	CA037	34.1897	-118.131	1652662	3	Altadena, California, United States	US	USCA	CA037	34.1897	-118.131	1652662	3	Altadena, California, United States	US	USCA	CA037	34.1897	-118.131	1652662	20251114144500	https://www.latimes.com/business/story/2025-11-14/homebuilders-launch-portal-to-streamline-fire-rebuilds
1274200002	20251114	202511	2025	2025.8603	USAEDU	LOUISIANA	USA					EDU													0	030	030	03	1	4.0	3	1	3	-0.62630480167015	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20251114144500	https://www.aol.com/articles/where-ruby-bridges-now-her-120000092.html
1274200003	20251114	202511	2025	2025.8603	USAEDU	UNITED STATES	USA					EDU													1	040	040	04	1	1.0	8	1	8	-2.50231696014829	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	0								3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	20251114144500	https://www.foxnews.com/politics/congressman-says-he-blown-off-wisconsin-college-accused-blocking-new-tpusa-chapter
1274200004	20251114	202511	2025	2025.8603	USAEDU	UNITED STATES	USA					EDU			EDUGOV	COLLEGE						EDU	GOV		0	020	020	02	1	3.0	4	1	4	-2.50231696014829	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	20251114144500	https://www.foxnews.com/politics/congressman-says-he-blown-off-wisconsin-college-accused-blocking-new-tpusa-chapter
1274200005	20251114	202511	2025	2025.8603	USAEDU	UNITED STATES	USA					EDU			LEG	CONGRESSMAN						LEG			0	020	020	02	1	3.0	4	1	4	-2.50231696014829	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	20251114144500	https://www.foxnews.com/politics/congressman-says-he-blown-off-wisconsin-college-accused-blocking-new-tpusa-chapter
