1267709673	20151012	201510	2015	2015.7726	VNM	VIETNAM	VNM								LAO	LAOS	LAO								1	051	051	05	1	3.4	2	1	2	11.4864864864865	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251009171500	https://en.vietnamplus.vn/vietnam-laos-strengthen-cooperation-across-multiple-fields-post330146.vnp
1267711124	20251009	202510	2025	2025.7644	USA	MINNESOTA	USA								EDU	SCHOOL						EDU			1	020	020	02	1	3.0	4	1	4	0	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	3	Sartell High School, Minnesota, United States	US	USMN		45.6289	-94.2181	2067923	3	Sartell High School, Minnesota, United States	US	USMN		45.6289	-94.2181	2067923	20251009171500	https://townhall.com/tipsheet/amy-curtis/2025/10/09/sartell-high-school-tpusa-n2664428
1267711125	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								EDU	STUDENT						EDU			1	040	040	04	1	1.0	4	1	4	7.06214689265536	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20251009171500	https://norfolkdailynews.com/news/in-school-savings-bank-opens-at-boone-central-elementary/article_05b390a4-fb5f-44e9-95a1-432a6d169b29.html
1267711126	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								EDU	COLLEGE						EDU			1	071	071	07	2	7.4	2	1	2	-3.8560411311054	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251009171500	https://cnynews.com/ixp/704/p/invasive-species-grant-dec-ny/
1267711127	20251009	202510	2025	2025.7644	USA	DENVER	USA								EDU	SCHOOL						EDU			0	084	084	08	2	7.0	2	1	2	4.22163588390502	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Aurora Central High School, Colorado, United States	US	USCO		39.7321	-104.853	184974	3	Aurora Central High School, Colorado, United States	US	USCO		39.7321	-104.853	184974	20251009171500	https://www.coloradopolitics.com/2025/10/08/aps-and-cu-denver-partner-to-guarantee-student-admission/
1267711128	20251009	202510	2025	2025.7644	USA	DENVER	USA								EDU	SCHOOL						EDU			0	084	084	08	2	7.0	1	1	1	4.22163588390502	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Aurora Central High School, Colorado, United States	US	USCO		39.7321	-104.853	184974	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20251009171500	https://www.coloradopolitics.com/2025/10/08/aps-and-cu-denver-partner-to-guarantee-student-admission/
1267711129	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								EDU	UNIVERSITY						EDU			0	112	112	11	3	-2.0	4	1	4	1.66204986149584	3	Mcnay Art Museum, Texas, United States	US	USTX	TX029	29.4861	-98.4553	2014327	3	Mcnay Art Museum, Texas, United States	US	USTX		29.4861	-98.4553	2014327	3	Mcnay Art Museum, Texas, United States	US	USTX		29.4861	-98.4553	2014327	20251009171500	https://www.shetlandtimes.co.uk/news/her-legacy-is-astonishing-journalist-filmmaker-writer-416394/
1267711130	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								EDU	STUDENT						EDU			0	120	120	12	3	-4.0	2	1	2	-2.23123732251522	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251009171500	https://www.dailycal.org/news/campus/academics/uc-berkeley-considers-earlier-class-add-drop-deadline-asuc-expresses-concerns/article_64eeca08-3437-4d16-83d3-22684d00b8e4.html
1267711131	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								ELI	ACTOR						ELI			1	013	013	01	1	0.4	4	1	4	-1.73410404624278	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251009171500	https://netflixlife.com/monster-season-4-will-make-history-netflix-true-crime-anthology-series
1267711132	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								ELI	ACTOR						ELI			1	042	042	04	1	1.9	2	1	2	-1.73410404624278	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251009171500	https://netflixlife.com/monster-season-4-will-make-history-netflix-true-crime-anthology-series
1267711133	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								EUR	EUROPEAN	EUR								1	046	046	04	1	7.0	4	1	4	2.35294117647059	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20251009171500	https://chapelboro.com/town-square/weekend-around-the-hill-october-9-october-12
1267711134	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			1	012	012	01	1	-0.4	4	1	4	-6.9377990430622	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20251009171500	https://www.havredailynews.com/story/2025/10/09/local/montana-grain-growers-association-opposes-government-shutdown/548554.html
1267711135	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	012	012	01	1	-0.4	2	1	2	-2.41610738255034	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251009171500	https://www.newsweek.com/republican-ags-trump-national-guard-filings-10855040
1267711136	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			1	018	018	01	1	3.4	4	1	4	-6.9377990430622	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20251009171500	https://www.havredailynews.com/story/2025/10/09/local/montana-grain-growers-association-opposes-government-shutdown/548554.html
1267711137	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	ADMINISTRATION						GOV			0	032	032	03	1	4.5	4	1	4	5.078125	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251009171500	https://africanenergychamber.africa-newsroom.com/press/washington-positions-united-states-us-as-africas-strategic-energy-partner
1267711138	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			1	040	040	04	1	1.0	4	1	4	-0.683371298405463	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20251009171500	https://www.stltoday.com/news/local/government-politics/article_a2bbdf97-d8c4-4922-97ca-e38cdfd04d5e.html
1267711139	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	050	050	05	1	3.5	2	1	2	-7.59753593429158	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251009171500	https://www.bbc.co.uk/news/articles/c1kw9exvejko
1267711140	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	050	050	05	1	3.5	6	2	6	-7.71458480722885	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251009171500	https://www.yahoo.com/news/articles/trumps-national-guard-us-cities-164003419.html
1267711141	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	2	1	2	-1.99203187250996	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20251009171500	https://dailycaller.com/2025/10/09/this-is-outrageous-mike-johnson-goes-nuclear-on-chuck-schumer-over-playing-games-with-shutdown/
1267711142	20251009	202510	2025	2025.7644	USA	MINNESOTA	USA								GOV	REGULATOR						GOV			0	051	051	05	1	3.4	7	1	7	1	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251009171500	http://www.timberjay.com/stories/mpuc-approves-sale-of-minnesota-power,23570
1267711143	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	2	1	2	-1.99203187250996	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20251009171500	https://dailycaller.com/2025/10/09/this-is-outrageous-mike-johnson-goes-nuclear-on-chuck-schumer-over-playing-games-with-shutdown/
1267711144	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			1	071	071	07	2	7.4	2	1	2	-1.99203187250996	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251009171500	https://dailycaller.com/2025/10/09/this-is-outrageous-mike-johnson-goes-nuclear-on-chuck-schumer-over-playing-games-with-shutdown/
1267711145	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			1	173	173	17	4	-5.0	3	1	3	-0.683371298405463	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	3	Jefferson City, Missouri, United States	US	USMO		38.5767	-92.1735	758233	3	Jefferson City, Missouri, United States	US	USMO		38.5767	-92.1735	758233	20251009171500	https://www.stltoday.com/news/local/government-politics/article_a2bbdf97-d8c4-4922-97ca-e38cdfd04d5e.html
1267711146	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			1	173	173	17	4	-5.0	2	1	2	-0.683371298405463	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	3	Jefferson City, Missouri, United States	US	USMO		38.5767	-92.1735	758233	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20251009171500	https://www.stltoday.com/news/local/government-politics/article_a2bbdf97-d8c4-4922-97ca-e38cdfd04d5e.html
1267711147	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			1	173	173	17	4	-5.0	1	1	1	-0.683371298405463	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20251009171500	https://www.stltoday.com/news/local/government-politics/article_a2bbdf97-d8c4-4922-97ca-e38cdfd04d5e.html
1267711148	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								HLH	HOSPITAL						HLH			0	020	020	02	1	3.0	16	4	16	-5.00777604976672	3	Unicoi, Tennessee, United States	US	USTN	TN171	36.1954	-82.3496	1304219	3	Unicoi, Tennessee, United States	US	USTN	TN171	36.1954	-82.3496	1304219	3	Unicoi, Tennessee, United States	US	USTN	TN171	36.1954	-82.3496	1304219	20251009171500	https://www.advocate-news.com/2025/10/09/at-least-170-us-hospitals-face-major-flood-risk-experts-say-trump-is-making-it-worse/
1267711149	20251009	202510	2025	2025.7644	USA	TENNESSEE	USA								HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	2	2	2	-5.00777604976672	3	Unicoi, Tennessee, United States	US	USTN	TN171	36.1954	-82.3496	1304219	3	Unicoi, Tennessee, United States	US	USTN	TN171	36.1954	-82.3496	1304219	3	Unicoi, Tennessee, United States	US	USTN	TN171	36.1954	-82.3496	1304219	20251009171500	https://www.advocate-news.com/2025/10/09/at-least-170-us-hospitals-face-major-flood-risk-experts-say-trump-is-making-it-worse/
1267711150	20251009	202510	2025	2025.7644	USA	TENNESSEE	USA								HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	10	2	10	-5.00777604976672	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	3	Unicoi, Tennessee, United States	US	USTN	TN171	36.1954	-82.3496	1304219	3	Unicoi, Tennessee, United States	US	USTN	TN171	36.1954	-82.3496	1304219	20251009171500	https://www.advocate-news.com/2025/10/09/at-least-170-us-hospitals-face-major-flood-risk-experts-say-trump-is-making-it-worse/
1267711151	20251009	202510	2025	2025.7644	USA	TENNESSEE	USA								HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	4	2	4	-5.00777604976672	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	3	Unicoi County, Tennessee, United States	US	USTN		36.1168	-82.4332	1648582	3	Unicoi County, Tennessee, United States	US	USTN		36.1168	-82.4332	1648582	20251009171500	https://www.baltimoresun.com/2025/10/09/at-least-170-us-hospitals-face-major-flood-risk-experts-say-trump-is-making-it-worse/
1267711152	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								HUN	HUNGARY	HUN								1	010	010	01	1	0.0	3	1	3	2.97504798464491	2	California, United States	US	USCA		36.17	-119.746	CA	4	Gyula, Bés, Hungary	HU	HU03	17503	46.65	21.2833	-854923	4	Gyula, Bés, Hungary	HU	HU03	17503	46.65	21.2833	-854923	20251009171500	https://www.winnipegfreepress.com/arts-and-life/2025/10/09/the-nobel-prize-in-literature-will-be-announced-on-thursday
1267711153	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								HUN	HUNGARY	HUN								1	010	010	01	1	0.0	1	1	1	2.97504798464491	1	Norway	NO	NO		62	10	NO	1	Netherlands	NL	NL		52.5	5.75	NL	1	Norway	NO	NO		62	10	NO	20251009171500	https://www.winnipegfreepress.com/arts-and-life/2025/10/09/the-nobel-prize-in-literature-will-be-announced-on-thursday
1267711154	20251009	202510	2025	2025.7644	USA	LOS ANGELES	USA								IDN	INDONESIA	IDN								0	173	173	17	4	-5.0	2	1	2	-11.1111111111112	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20251009171500	http://www.parentherald.com/articles/236587/20251008/son-law-disgraced-attorney-tom-girardi-sentenced-4-months-jail-over-legal-fraud-scandal.htm
1267711155	20251009	202510	2025	2025.7644	USA	VIRGINIA	USA								ISR	ISRAEL	ISR								0	020	020	02	1	3.0	2	1	2	-4.21286031042129	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009171500	https://cbn.com/news/us/we-stand-israel-regent-university-honors-victims-oct-7th
1267711156	20251009	202510	2025	2025.7644	USA	VIRGINIA	USA								ISR	ISRAEL	ISR								0	020	020	02	1	3.0	2	1	2	-4.21286031042129	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251009171500	https://cbn.com/news/us/we-stand-israel-regent-university-honors-victims-oct-7th
1267711157	20251009	202510	2025	2025.7644	USA	VIRGINIA	USA								ISR	ISRAEL	ISR								0	042	042	04	1	1.9	2	1	2	-4.21286031042129	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009171500	https://cbn.com/news/us/we-stand-israel-regent-university-honors-victims-oct-7th
1267711158	20251009	202510	2025	2025.7644	USA	VIRGINIA	USA								ISR	ISRAEL	ISR								0	042	042	04	1	1.9	2	1	2	-4.21286031042129	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20251009171500	https://cbn.com/news/us/we-stand-israel-regent-university-honors-victims-oct-7th
1267711159	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								0	051	051	05	1	3.4	1	1	1	1.90641247833622	1	Egypt	EG	EG		27	30	EG	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20251009171500	https://www.belgrade-news.com/townnews/politics/will-trump-win-the-nobel-peace-prize-trump-to-visit-holy-land-ceasefire-israeli-hostages/article_5bafc17b-02b6-4336-9d41-06234d12713a.html
1267711160	20251009	202510	2025	2025.7644	USA	MONTANA	USA								ISR	ISRAEL	ISR								0	051	051	05	1	3.4	2	1	2	1.90641247833622	2	Montana, United States	US	USMT		46.9048	-110.326	MT	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009171500	https://www.belgrade-news.com/townnews/politics/will-trump-win-the-nobel-peace-prize-trump-to-visit-holy-land-ceasefire-israeli-hostages/article_5bafc17b-02b6-4336-9d41-06234d12713a.html
1267711161	20251009	202510	2025	2025.7644	USA	MONTANA	USA								ISR	ISRAEL	ISR								0	051	051	05	1	3.4	2	1	2	1.90641247833622	2	Montana, United States	US	USMT		46.9048	-110.326	MT	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20251009171500	https://www.belgrade-news.com/townnews/politics/will-trump-win-the-nobel-peace-prize-trump-to-visit-holy-land-ceasefire-israeli-hostages/article_5bafc17b-02b6-4336-9d41-06234d12713a.html
1267711162	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								ISR	ISRAEL	ISR								1	120	120	12	3	-4.0	2	1	2	1.46520146520146	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251009171500	https://www.aei.org/op-eds/yes-trump-deserves-the-nobel-peace-prize/
1267711163	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								ITA	ITALY	ITA								0	020	020	02	1	3.0	2	1	2	-0.35778175313059	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251009171500	https://www.catholicnewsagency.com/news/267055/pope-leo-xiv-addresses-immigration-policies-in-meeting-with-chicago-labor-leaders
1267711164	20251009	202510	2025	2025.7644	USA	AMERICAN	USA								ITAGOV	ITALIAN	ITA					GOV			0	017	017	01	1	0.0	3	1	3	2.59197324414715	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	1	Italy	IT	IT		42.833333	12.833333	IT	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20251009171500	http://reverejournal.com/2025/10/09/hrc-discusses-columbus-indigenous-peoples-day/
1267711165	20251009	202510	2025	2025.7644	USA	OREGON	USA								JUD	APPEALS COURT						JUD			1	042	042	04	1	1.9	2	1	2	0	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251009171500	https://www.yahoo.com/news/articles/oregon-national-guard-deployment-lawsuit-144500299.html
1267711166	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								JUD	SUPREME COURT						JUD			1	043	043	04	1	2.8	4	1	4	-3.50877192982456	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251009171500	https://www.inquirer.com/crime/louis-geri-jailed-supreme-court-mass-bombs-20251009.html
1267711167	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								JUD	JUDICIARY						JUD			1	051	051	05	1	3.4	2	1	2	0.26385224274407	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20251009171500	https://www.hampshirechronicle.co.uk/news/25527237.winchester-law-week-2025-expect-year/
1267711168	20251009	202510	2025	2025.7644	USA	NORTH DAKOTA	USA								JUD	JUDGE						JUD			1	051	051	05	1	3.4	10	1	10	-5.70824524312896	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20251009171500	https://www.valleynewslive.com/2025/10/09/north-dakota-district-judge-upholds-ban-gender-affirming-care-minors/
1267711169	20251009	202510	2025	2025.7644	USA	NORTH DAKOTA	USA								JUD	JUDGE						JUD			1	172	172	17	4	-5.0	10	1	10	-5.70824524312896	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20251009171500	https://www.valleynewslive.com/2025/10/09/north-dakota-district-judge-upholds-ban-gender-affirming-care-minors/
1267711170	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								KOR	SOUTH KOREA	KOR								1	020	020	02	1	3.0	10	1	10	-5.00736377025037	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251009171500	https://www.zmescience.com/science/news-science/massive-global-study-finds-99-of-heart-attacks-and-strokes-are-tied-to-just-4-risk-factors/
1267711171	20251009	202510	2025	2025.7644	USA	LOS ANGELES	USA								LAB	EMPLOYEE						LAB			0	042	042	04	1	1.9	2	1	2	2.18446601941747	3	Los Angeles County, California, United States	US	USCA	CA037	34.3667	-118.201	277283	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	20251009171500	https://www.institutionalinvestor.com/article/calpers-appoints-new-public-markets-deputy-cio
1267711172	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								LEG	LAWMAKER						LEG			1	010	010	01	1	0.0	1	1	1	1.61812297734628	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251009171500	http://www.timberjay.com/stories/hauschild-wont-seekstaubers-seat-for-now,23564
1267711173	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								LEG	LAWMAKER						LEG			1	010	010	01	1	0.0	1	1	1	1.61812297734628	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251009171500	http://www.timberjay.com/stories/hauschild-wont-seekstaubers-seat-for-now,23564
1267711174	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								LEG	LEGISLATURE						LEG			0	020	020	02	1	3.0	4	1	4	-0.27675276752768	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20251009171500	https://billingsgazette.com/outdoors/article_a0062cfb-198d-4f09-93b1-aa726498a8b4.html
1267711175	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								LEG	SENATE						LEG			0	046	046	04	1	7.0	4	1	4	-3.41726618705036	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251009171500	https://www.k101fm.net/syndicated-article/?id=1640733
1267711176	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								LEG	LEGISLATURE						LEG			0	071	071	07	2	7.4	4	1	4	-0.27675276752768	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20251009171500	https://billingsgazette.com/outdoors/article_a0062cfb-198d-4f09-93b1-aa726498a8b4.html
1267711177	20251009	202510	2025	2025.7644	USA	DALLAS	USA								LEG	CONGRESSWOMAN						LEG			1	100	100	10	3	-5.0	2	2	2	-1.63934426229508	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251009171500	https://abc6onyourside.com/news/nation-world/texas-rep-jasmine-crockett-says-kamala-harris-team-was-skeptical-of-her-rural-campaign-offer-kat-vargas-podcast-comments
1267711178	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								MED	MEDIA						MED			1	071	071	07	2	7.4	5	1	5	2.15827338129496	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251009171500	https://news.az/news/un-to-reduce-global-peacekeeping-force-by-25
1267711179	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								MED	WEBSITE						MED			1	084	084	08	2	7.0	8	1	8	7.77604976671851	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251009171500	https://www.finanznachrichten.de/nachrichten-2025-10/66659293-am-best-upgrades-issuer-credit-ratings-of-axa-s-a-and-its-main-rated-subsidiaries-004.htm
1267711180	20251009	202510	2025	2025.7644	USA	PORTLAND	USA								MED	MEDIA						MED			1	086	086	08	2	9.0	10	1	10	-3.2258064516129	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009171500	http://www.timberjay.com/stories/government-shutdown,23573
1267711181	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								MED	MEDIA						MED			1	090	090	09	2	-2.0	4	1	4	0.26385224274407	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20251009171500	https://www.hampshirechronicle.co.uk/news/25527237.winchester-law-week-2025-expect-year/
1267711182	20251009	202510	2025	2025.7644	USA	UNITED STATES	USA								MED	MEDIA						MED			0	090	090	09	2	-2.0	2	1	2	-3.89755011135858	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251009171500	https://www.dallasobserver.com/news/dallas-schools-unaware-of-investigation-into-charlie-kirk-posts-40603689/
