1263999631	20240919	202409	2024	2024.7096	MIL	LIEUTENANT GENERAL						MIL			RUS	RUSSIA	RUS								0	190	190	19	4	-10.0	2	1	2	-8.72340425531915	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20250919061500	https://www.independent.ie/world-news/europe/babushka-bomber-caught-after-assassination-plot-on-head-of-russian-defence-business/a91213973.html
1264000667	20250919	202509	2025	2025.7096	UKR	UKRAINIAN	UKR								UKRREB	UKRAINE	UKR					REB			1	010	010	01	1	0.0	4	1	4	-3.86740331491713	4	Zolotoy Kolodez, Donets'ka Oblast', Ukraine	UP	UP05	28549	48.53	37.2395	-1061005	4	Warszawa, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warszawa, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250919061500	https://charter97.org/en/news/2025/9/19/656261/
1264000668	20250919	202509	2025	2025.7096	UKRBUS	UKRAINE	UKR					BUS													0	040	040	04	1	1.0	1	1	1	-2.17573221757323	1	Germany	GM	GM		51.5	10.5	GM	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250919061500	https://www.arabnews.com/node/2615895/world
1264000669	20250919	202509	2025	2025.7096	UKRBUS	UKRAINE	UKR					BUS													0	040	040	04	1	1.0	1	1	1	-2.17573221757323	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20250919061500	https://www.arabnews.com/node/2615895/world
1264000670	20250919	202509	2025	2025.7096	UKRGOV	UKRAINE	UKR					GOV			GBR	UNITED KINGDOM	GBR								1	011	011	01	1	-0.1	2	1	2	-3.55486862442041	5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	20250919061500	https://www.independent.ie/world-news/britain/president-putin-has-let-me-down-says-donald-trump-as-he-dodges-questions-on-peter-mandelson-link-to-jeffrey-epstein/a2046446345.html
1264000671	20250919	202509	2025	2025.7096	UKRREB	UKRAINIAN	UKR					REB			UKR	UKRAINIAN	UKR								1	010	010	01	1	0.0	6	1	6	-3.86740331491713	4	Zolotoy Kolodez, Donets'ka Oblast', Ukraine	UP	UP05	28549	48.53	37.2395	-1061005	4	Zolotoy Kolodez, Donets'ka Oblast', Ukraine	UP	UP05	28549	48.53	37.2395	-1061005	4	Zolotoy Kolodez, Donets'ka Oblast', Ukraine	UP	UP05	28549	48.53	37.2395	-1061005	20250919061500	https://charter97.org/en/news/2025/9/19/656261/
1264000672	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	2.9940119760479	3	Clinton County, Pennsylvania, United States	US	USPA	PA035	41.3753	-77.875	1214721	0								3	Clinton County, Pennsylvania, United States	US	USPA		41.3753	-77.875	1214721	20250919061500	https://www.lockhaven.com/news/local-news/2025/09/economic-opportunity-destination-ccep-welcomes-new-leadership-fitzgerald-shares-vision-for-organization-at-annual-meeting/
1264000673	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-2.99401197604791	3	Leavenworth, Washington, United States	US	USWA	WA007	47.5962	-120.661	1521981	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250919061500	https://kyma.com/news/2025/09/18/human-remains-found-believed-to-be-travis-decker-man-accused-of-killing-his-3-daughters-officials-say/
1264000674	20250919	202509	2025	2025.7096	USA	WASHINGTON	USA																		1	010	010	01	1	0.0	11	1	9	-2.99401197604791	3	Chelan County, Washington, United States	US	USWA	WA007	47.8832	-120.635	1531932	0								3	Chelan County, Washington, United States	US	USWA		47.8832	-120.635	1531932	20250919061500	https://kyma.com/news/2025/09/18/human-remains-found-believed-to-be-travis-decker-man-accused-of-killing-his-3-daughters-officials-say/
1264000675	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	3.14769975786925	3	San Tan Valley, Arizona, United States	US	USAZ	AZ021	33.1911	-111.528	2576311	0								3	San Tan Valley, Arizona, United States	US	USAZ		33.1911	-111.528	2576311	20250919061500	https://www.12news.com/article/news/local/arizona/newly-appointed-town-council-members-share-vision-for-san-tan-valleys-future-arizona/75-f121f6ed-e004-4137-8fb4-429aa8bdca42
1264000676	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	-3.28014184397164	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20250919061500	https://www.thedailybeast.com/obsessed/a-real-housewife-of-miami-crashes-out-over-being-called-a-racist/
1264000677	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-0.22831050228311	3	Polk County, Iowa, United States	US	USIA	IA153	41.6833	-93.5835	465265	0								3	Polk County, Iowa, United States	US	USIA		41.6833	-93.5835	465265	20250919061500	https://www.bleedingheartland.com:443/2018/08/22/what-to-do-if-you-get-push-polled-or-message-tested-2018-edition/
1264000678	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-0.22831050228311	3	Polk County, Iowa, United States	US	USIA	IA153	41.6833	-93.5835	465265	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250919061500	https://www.bleedingheartland.com:443/2018/08/22/what-to-do-if-you-get-push-polled-or-message-tested-2018-edition/
1264000679	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	1	1	1	-3.92275196137598	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250919061500	https://www.independent.ie/world-news/europe/explainer-why-is-brigitte-macron-providing-a-us-court-with-proof-she-was-born-female/a491613768.html
1264000680	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	4	1	4	-3.86029411764706	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250919061500	https://www.nbcconnecticut.com/news/national-international/trump-suggests-fcc-revoke-broadcast-licenses-networks-bad-publicity/3640211/
1264000681	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-6.80272108843537	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919061500	https://www.thedailybeast.com/lawmakers-get-into-shouting-match-over-trumps-dc-fascist-takeover/
1264000682	20250919	202509	2025	2025.7096	USA	NORTH CAROLINA	USA																		0	011	011	01	1	-0.1	1	1	1	-2.5693730729702	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250919061500	https://www.boston.com/news/local-news/2025/09/18/charlie-kirk-vigil-draws-thousands-to-boston-common-ends-suddenly-due-to-safety-concerns-organizer-says/
1264000683	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	011	011	01	1	-0.1	4	1	4	-6.80272108843537	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250919061500	https://www.thedailybeast.com/lawmakers-get-into-shouting-match-over-trumps-dc-fascist-takeover/
1264000684	20250919	202509	2025	2025.7096	USA	NORTH CAROLINA	USA																		0	011	011	01	1	-0.1	1	1	1	-2.5693730729702	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250919061500	https://www.boston.com/news/local-news/2025/09/18/charlie-kirk-vigil-draws-thousands-to-boston-common-ends-suddenly-due-to-safety-concerns-organizer-says/
1264000685	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	4	1	4	-2.02702702702703	3	Keweenaw County, Michigan, United States	US	USMI	MI083	47.3666	-88.2001	1622984	0								3	Keweenaw County, Michigan, United States	US	USMI		47.3666	-88.2001	1622984	20250919061500	https://www.mininggazette.com/news/2025/09/keweenaw-county-board-opposes-state-cut-proposal/
1264000686	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	-2.02702702702703	3	Keweenaw County, Michigan, United States	US	USMI	MI083	47.3666	-88.2001	1622984	0								3	Eagle River, Michigan, United States	US	USMI		47.4138	-88.2957	625096	20250919061500	https://www.mininggazette.com/news/2025/09/keweenaw-county-board-opposes-state-cut-proposal/
1264000687	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	-1.60642570281125	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20250919061500	https://www.brisbanetimes.com.au/politics/federal/albanese-trump-meeting-looks-shaky-as-pm-prepares-to-depart-20250919-p5mwf7.html
1264000688	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	026	026	02	1	4.0	2	1	2	2.9940119760479	3	Clinton County, Pennsylvania, United States	US	USPA	PA035	41.3753	-77.875	1214721	0								3	Clinton County, Pennsylvania, United States	US	USPA		41.3753	-77.875	1214721	20250919061500	https://www.lockhaven.com/news/local-news/2025/09/economic-opportunity-destination-ccep-welcomes-new-leadership-fitzgerald-shares-vision-for-organization-at-annual-meeting/
1264000689	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	033	033	03	1	5.2	4	1	4	2.9940119760479	3	Clinton County, Pennsylvania, United States	US	USPA	PA035	41.3753	-77.875	1214721	0								3	Clinton County, Pennsylvania, United States	US	USPA		41.3753	-77.875	1214721	20250919061500	https://www.lockhaven.com/news/local-news/2025/09/economic-opportunity-destination-ccep-welcomes-new-leadership-fitzgerald-shares-vision-for-organization-at-annual-meeting/
1264000690	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	033	033	03	1	5.2	8	1	8	3.39805825242718	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250919061500	https://www.nbcdfw.com/news/local/recovery-center-one-of-many-non-profits-working-with-north-texas-giving-day/3920754/
1264000691	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	036	036	03	1	4.0	2	1	2	2.9940119760479	3	Clinton County, Pennsylvania, United States	US	USPA	PA035	41.3753	-77.875	1214721	0								3	Clinton County, Pennsylvania, United States	US	USPA		41.3753	-77.875	1214721	20250919061500	https://www.lockhaven.com/news/local-news/2025/09/economic-opportunity-destination-ccep-welcomes-new-leadership-fitzgerald-shares-vision-for-organization-at-annual-meeting/
1264000692	20250919	202509	2025	2025.7096	USA	DALLAS	USA																		0	040	040	04	1	1.0	6	1	6	0.0523286237571896	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	0								4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	20250919061500	https://infotel.ca/newsitem/lichen-logging-land-rights-complex-forces-play-out-in-fate-of-ancient-bc-forest/it110578
1264000693	20250919	202509	2025	2025.7096	USA	ILLINOIS	USA																		1	040	040	04	1	1.0	10	1	10	5.27522935779817	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250919061500	https://1520theticket.com/ixp/721/p/meeting-bert-kreischer-rockford/
1264000694	20250919	202509	2025	2025.7096	USA	NEW YORK	USA																		0	041	041	04	1	1.0	10	1	10	-1.60642570281125	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919061500	https://www.brisbanetimes.com.au/politics/federal/albanese-trump-meeting-looks-shaky-as-pm-prepares-to-depart-20250919-p5mwf7.html
1264000695	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	4	1	4	4.76772616136919	3	Lock Haven, Pennsylvania, United States	US	USPA	PA035	41.137	-77.4469	1179748	0								3	Lock Haven, Pennsylvania, United States	US	USPA		41.137	-77.4469	1179748	20250919061500	https://www.lockhaven.com/news/community/2025/09/lock-haven-alumna-endows-scholarship-in-support-of-future-special-educators/
1264000696	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	1	1	1	-2.37797246558198	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.brecorder.com/news/40383551/trump-and-xi-seek-tiktok-win-to-break-us-china-gridlock
1264000697	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	4	1	4	-10.1468624833111	3	North Codorus, Pennsylvania, United States	US	USPA	PA133	39.8968	-76.7447	1196255	0								3	North Codorus, Pennsylvania, United States	US	USPA		39.8968	-76.7447	1196255	20250919061500	https://scallywagandvagabond.com/2025/09/matthew-james-ruth-hanover-pa-stalker-hid-in-ex-girlfriends-home-before-ambushing-killing-3-cops/
1264000698	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	1	1	1	-10.1468624833111	3	North Codorus, Pennsylvania, United States	US	USPA	PA133	39.8968	-76.7447	1196255	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250919061500	https://scallywagandvagabond.com/2025/09/matthew-james-ruth-hanover-pa-stalker-hid-in-ex-girlfriends-home-before-ambushing-killing-3-cops/
1264000699	20250919	202509	2025	2025.7096	USA	NEW YORK	USA																		1	052	052	05	1	3.5	5	1	5	-2.55102040816327	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20250919061500	https://www.marketscreener.com/news/dax-little-changed-after-previous-day-s-rally-ce7d58d9d088f323
1264000700	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	070	070	07	2	7.0	2	1	2	-2.99401197604791	3	Chelan County, Washington, United States	US	USWA	WA007	47.8832	-120.635	1531932	0								3	Chelan County, Washington, United States	US	USWA		47.8832	-120.635	1531932	20250919061500	https://kyma.com/news/2025/09/18/human-remains-found-believed-to-be-travis-decker-man-accused-of-killing-his-3-daughters-officials-say/
1264000701	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	070	070	07	2	7.0	1	1	1	-3.420523138833	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	20250919061500	https://torontosun.com/news/world/prosecutor-says-stalking-suspect-ambushed-pennsylvania-police-officers-killing-3
1264000702	20250919	202509	2025	2025.7096	USA	NEW ORLEANS	USA																		0	070	070	07	2	7.0	5	1	5	-2.11345939933259	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20250919061500	https://www.legalnewsline.com/west-virginia-record/florida-record/personal-injury-lawyers-flaunt-cash-after-ppp-loans-forgiven/article_a4ea1aea-464c-4b51-a970-55340efd280d.html
1264000703	20250919	202509	2025	2025.7096	USA	SAN ANTONIO	USA																		1	071	071	07	2	7.4	8	1	8	-0.609756097560981	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20250919061500	https://news4sanantonio.com/news/local/san-antonio-nonprofits-face-funding-challenges-amid-new-city-budget-gina-ortiz-fiscal-year
1264000704	20250919	202509	2025	2025.7096	USA	NORTH CAROLINA	USA																		1	073	073	07	2	7.4	7	1	7	1.74129353233831	3	Zionville, North Carolina, United States	US	USNC	NC189	36.3348	-81.7432	1023353	0								3	Zionville, North Carolina, United States	US	USNC	NC189	36.3348	-81.7432	1023353	20250919061500	https://www.wcnc.com/article/weather/hurricane/helene/zionsville-skate-park-recovery-after-helene/275-72837672-4aad-4066-a222-eb27b1fcbb54
1264000705	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	110	110	11	3	-2.0	4	1	4	-3.28014184397164	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20250919061500	https://www.thedailybeast.com/obsessed/a-real-housewife-of-miami-crashes-out-over-being-called-a-racist/
1264000706	20250919	202509	2025	2025.7096	USA	THE US	USA																		0	112	112	11	3	-2.0	6	1	6	-9.33609958506225	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	0								4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	20250919061500	https://www.theweek.in/news/world/2025/09/19/china-points-out-the-truth-to-new-york-times-for-its-charlie-kirk-disinformation-report-you-are-the-problem.html
1264000707	20250919	202509	2025	2025.7096	USA	THE US	USA																		0	112	112	11	3	-2.0	2	1	2	-9.33609958506225	4	Lin Jian, Shanghai, China	CH	CH23	13243	30.9348	121.026	10861193	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919061500	https://www.theweek.in/news/world/2025/09/19/china-points-out-the-truth-to-new-york-times-for-its-charlie-kirk-disinformation-report-you-are-the-problem.html
1264000708	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	120	120	12	3	-4.0	10	1	8	-2.02702702702703	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250919061500	https://www.mininggazette.com/news/2025/09/keweenaw-county-board-opposes-state-cut-proposal/
1264000709	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		0	124	124	12	3	-4.0	4	1	4	-6.80272108843537	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250919061500	https://www.thedailybeast.com/lawmakers-get-into-shouting-match-over-trumps-dc-fascist-takeover/
1264000710	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA																		1	138	138	13	3	-7.0	2	1	2	-11.0370370370371	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250919061500	https://themoderatevoice.com/right-wing-extremist-violence-is-more-frequent-and-more-deadly-than-left-wing-violence-what-the-data-shows/
1264000711	20250919	202509	2025	2025.7096	USA	AMERICAN	USA																		0	145	145	14	3	-7.5	10	1	10	-2.5693730729702	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250919061500	https://www.boston.com/news/local-news/2025/09/18/charlie-kirk-vigil-draws-thousands-to-boston-common-ends-suddenly-due-to-safety-concerns-organizer-says/
1264000712	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								AFG	KABUL	AFG								0	046	046	04	1	7.0	1	1	1	-1.43884892086331	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250919061500	https://www.marketscreener.com/news/trump-says-us-seeks-control-of-afghanistan-s-bagram-air-base-given-up-in-withdrawal-ce7d58d9d08af221
1264000713	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								AFG	KABUL	AFG								0	046	046	04	1	7.0	1	1	1	-1.43884892086331	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20250919061500	https://www.marketscreener.com/news/trump-says-us-seeks-control-of-afghanistan-s-bagram-air-base-given-up-in-withdrawal-ce7d58d9d08af221
1264000714	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								AUS	AUSTRALIAN	AUS								0	036	036	03	1	4.0	2	1	2	-1.60642570281125	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20250919061500	https://www.brisbanetimes.com.au/politics/federal/albanese-trump-meeting-looks-shaky-as-pm-prepares-to-depart-20250919-p5mwf7.html
1264000715	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								AUS	AUSTRALIAN	AUS								0	036	036	03	1	4.0	2	1	2	-1.60642570281125	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919061500	https://www.brisbanetimes.com.au/politics/federal/albanese-trump-meeting-looks-shaky-as-pm-prepares-to-depart-20250919-p5mwf7.html
1264000716	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								BUS	COMPANIES						BUS			0	020	020	02	1	3.0	2	1	2	2.42501595405233	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	https://www.naval-technology.com/sponsored/industrials-ma-strategic-themes-drive-dealmaking/
1264000717	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								BUS	COMPANIES						BUS			0	020	020	02	1	3.0	6	1	6	2.42501595405233	1	United States	US	US		39.828175	-98.5795	US	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250919061500	https://www.naval-technology.com/sponsored/industrials-ma-strategic-themes-drive-dealmaking/
1264000718	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			1	040	040	04	1	1.0	4	1	4	2.9940119760479	3	Clinton County, Pennsylvania, United States	US	USPA	PA035	41.3753	-77.875	1214721	3	Clinton County, Pennsylvania, United States	US	USPA		41.3753	-77.875	1214721	3	Clinton County, Pennsylvania, United States	US	USPA		41.3753	-77.875	1214721	20250919061500	https://www.lockhaven.com/news/local-news/2025/09/economic-opportunity-destination-ccep-welcomes-new-leadership-fitzgerald-shares-vision-for-organization-at-annual-meeting/
1264000719	20250919	202509	2025	2025.7096	USA	PITTSBURGH	USA								BUS	BUSINESS						BUS			1	043	043	04	1	2.8	10	1	10	-1.96078431372549	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250919061500	https://www.sharonherald.com/cnhi_network/update-shapiro-warns-of-youth-falling-into-online-traps-becoming-politically-violent/article_f76823ba-580c-5ab9-a14b-72df27d9adcb.html
1264000720	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								BUS	PRODUCER						BUS			0	193	193	19	4	-10.0	2	1	2	-4.46685878962536	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250919061500	https://www.kmbc.com/article/kansas-city-grocery-store-shooting-second-victim-identified/67954647
1264000721	20250919	202509	2025	2025.7096	USA	DALLAS	USA								CAN	CANADA	CAN								0	040	040	04	1	1.0	2	1	2	0.0523286237571896	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	4	Vancouver Island, British Columbia, Canada	CA	CA02	190729	49.6667	-125.833	-575271	20250919061500	https://infotel.ca/newsitem/lichen-logging-land-rights-complex-forces-play-out-in-fate-of-ancient-bc-forest/it110578
1264000722	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	013	013	01	1	0.4	2	1	2	-9.33609958506225	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919061500	https://www.theweek.in/news/world/2025/09/19/china-points-out-the-truth-to-new-york-times-for-its-charlie-kirk-disinformation-report-you-are-the-problem.html
1264000723	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	043	043	04	1	2.8	1	1	1	-2.37797246558198	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	1	Russia	RS	RS		60	100	RS	20250919061500	https://www.brecorder.com/news/40383551/trump-and-xi-seek-tiktok-win-to-break-us-china-gridlock
1264000724	20250919	202509	2025	2025.7096	USA	WASHINGTON	USA								COP	POLICE OFFICER						COP			1	015	015	01	1	0.0	2	1	2	-18.75	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919061500	https://wjla.com/news/local/former-dc-police-officer-pleads-guilty-to-federal-sex-trafficking-charges-washington-dc-mpd-metropolitan-police-department-sexual-assault-offense-charge-fbi-sting
1264000725	20250919	202509	2025	2025.7096	USA	KANSAS CITY	USA								COP	POLICE						COP			0	193	193	19	4	-10.0	14	1	10	-4.46685878962536	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250919061500	https://www.kmbc.com/article/kansas-city-grocery-store-shooting-second-victim-identified/67954647
1264000726	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								COP	POLICE OFFICER						COP			0	193	193	19	4	-10.0	2	1	2	-10.1468624833111	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	3	North Codorus, Pennsylvania, United States	US	USPA		39.8968	-76.7447	1196255	3	North Codorus, Pennsylvania, United States	US	USPA		39.8968	-76.7447	1196255	20250919061500	https://scallywagandvagabond.com/2025/09/matthew-james-ruth-hanover-pa-stalker-hid-in-ex-girlfriends-home-before-ambushing-killing-3-cops/
1264000727	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								COP	POLICE OFFICER						COP			1	193	193	19	4	-10.0	4	1	4	-10.1468624833111	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	3	York County, Pennsylvania, United States	US	USPA		40.1254	-77	1209193	3	York County, Pennsylvania, United States	US	USPA		40.1254	-77	1209193	20250919061500	https://scallywagandvagabond.com/2025/09/matthew-james-ruth-hanover-pa-stalker-hid-in-ex-girlfriends-home-before-ambushing-killing-3-cops/
1264000728	20250919	202509	2025	2025.7096	USA	UNITED STATES	USA								CRM	GANG						CRM			0	020	020	02	1	3.0	4	1	4	-6.4	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250919061500	https://www.foxnews.com/media/colbert-laments-tonight-we-all-jimmy-kimmel-outgoing-cbs-host-pays-tribute-fallen-abc-colleague
